freq	leg_stat	sex	unit	geo	2022 	2023 
A	CIV_COM_LITIG	CRT_RESL	P_HTHAB	Sweden	591.32	622.69
A	CIV_COM_LITIG	CRT_RESL	P_HTHAB	Slovenia	1424.04	1369.93
A	CIV_COM_LITIG	CRT_RESL	P_HTHAB	Slovakia	1977.77	1756.62
A	CRIM	CRT_BGHT	NR	Austria	68549.0	72123.0
A	CRIM	CRT_BGHT	NR	Belgium	214447.0	194339.0
A	CRIM	CRT_BGHT	NR	Bulgaria	124178.0	131222.0
A	CRIM	CRT_BGHT	NR	Cyprus	81716.0	71877.0
A	CRIM	CRT_BGHT	NR	Czechia	65299.0	67941.0
A	CRIM	CRT_BGHT	NR	Germany	1083575.0	1087237.0
A	CRIM	CRT_BGHT	NR	Denmark	153429.0	160955.0
A	CRIM	CRT_BGHT	NR	Estonia	17512.0	16289.0
A	CRIM	CRT_BGHT	NR	Greece	264496.0	198751.0
A	CRIM	CRT_BGHT	NR	Spain	766522.0	795592.0
A	CRIM	CRT_BGHT	NR	Finland	64657.0	69860.0
A	CRIM	CRT_BGHT	NR	France	980570.0	970491.0
A	CRIM	CRT_BGHT	NR	Croatia	161484.0	160011.0
A	CRIM	CRT_BGHT	NR	Hungary	367009.0	371864.0
A	CRIM	CRT_BGHT	NR	Ireland	360029.0	349283.0
A	CRIM	CRT_BGHT	NR	Italy	1100891.0	1106619.0
A	CRIM	CRT_BGHT	NR	Lithuania	15413.0	15258.0
A	CRIM	CRT_BGHT	NR	Latvia	8930.0	9350.0
A	CRIM	CRT_BGHT	NR	Malta	12317.0	13716.0
A	CRIM	CRT_BGHT	NR	Netherlands	260380.0	256295.0
A	CRIM	CRT_BGHT	NR	Poland	2027558.0	2009191.0
A	CRIM	CRT_BGHT	NR	Portugal	78716.0	78536.0
A	CRIM	CRT_BGHT	NR	Romania	366408.0	373810.0
A	CRIM	CRT_BGHT	NR	Sweden	122018.0	126223.0
A	CRIM	CRT_BGHT	NR	Slovenia	72615.0	73754.0
A	CRIM	CRT_BGHT	NR	Slovakia	65246.0	65612.0
A	CRIM	CRT_BGHT	P_HTHAB	Austria	763.44	792.15
A	CRIM	CRT_BGHT	P_HTHAB	Belgium	1845.88	1654.96
A	CRIM	CRT_BGHT	P_HTHAB	Bulgaria	1815.75	2035.17
A	CRIM	CRT_BGHT	P_HTHAB	Cyprus	9032.34	7573.3
A	CRIM	CRT_BGHT	P_HTHAB	Czechia	620.91	627.48
A	CRIM	CRT_BGHT	P_HTHAB	Germany	1301.79	1308.06
A	CRIM	CRT_BGHT	P_HTHAB	Denmark	2612.26	2713.04
A	CRIM	CRT_BGHT	P_HTHAB	Estonia	1314.92	1192.56
A	CRIM	CRT_BGHT	P_HTHAB	Greece	2528.7	1908.5
A	CRIM	CRT_BGHT	P_HTHAB	Spain	1616.01	1654.54
A	CRIM	CRT_BGHT	P_HTHAB	Finland	1165.36	1255.58
A	CRIM	CRT_BGHT	P_HTHAB	France	1444.74	1421.4
A	CRIM	CRT_BGHT	P_HTHAB	Croatia	4181.03	4155.17
A	CRIM	CRT_BGHT	P_HTHAB	Hungary	3787.89	3873.69
A	CRIM	CRT_BGHT	P_HTHAB	Ireland	7115.19	6626.01
A	CRIM	CRT_BGHT	P_HTHAB	Italy	1864.96	1875.71
A	CRIM	CRT_BGHT	P_HTHAB	Lithuania	549.29	534.0
A	CRIM	CRT_BGHT	P_HTHAB	Latvia	476.07	496.55
A	CRIM	CRT_BGHT	P_HTHAB	Malta	2364.24	2530.39
A	CRIM	CRT_BGHT	P_HTHAB	Netherlands	1480.22	1438.95
A	CRIM	CRT_BGHT	P_HTHAB	Poland	5384.67	5466.63
A	CRIM	CRT_BGHT	P_HTHAB	Portugal	760.39	746.78
A	CRIM	CRT_BGHT	P_HTHAB	Romania	1924.16	1961.79
A	CRIM	CRT_BGHT	P_HTHAB	Sweden	1167.38	1199.66
A	CRIM	CRT_BGHT	P_HTHAB	Slovenia	3446.07	3483.94
A	CRIM	CRT_BGHT	P_HTHAB	Slovakia	1200.54	1208.59
A	CRIM	CRT_PEN	NR	Austria	22885.0	21606.0
A	CRIM	CRT_PEN	NR	Belgium		36188.0
A	CRIM	CRT_PEN	NR	Bulgaria	21007.0	19846.0
A	CRIM	CRT_PEN	NR	Cyprus	58385.0	54300.0
A	CRIM	CRT_PEN	NR	Czechia	10151.0	9843.0
A	CRIM	CRT_PEN	NR	Denmark	32254.0	40952.0
A	CRIM	CRT_PEN	NR	Estonia	1693.0	1372.0
A	CRIM	CRT_PEN	NR	Greece	113307.0	174083.0
A	CRIM	CRT_PEN	NR	Spain	419948.0	484486.0
A	CRIM	CRT_PEN	NR	Finland	29093.0	31575.0
A	CRIM	CRT_PEN	NR	Croatia	113008.0	119723.0
A	CRIM	CRT_PEN	NR	Hungary	44923.0	46148.0
