freq	iccs	leg_stat	sex	unit	geo	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A	ICCS03011	PER_SUSP	F	P_HTHAB	Poland		0.08	0.06	0.07	0.07	0.0	0.01	0.0	0.01	0.01	0.01	0.01	0.0	0.02	0.02	0.01
A	ICCS03011	PER_SUSP	F	P_HTHAB	Portugal	0.13	0.09	0.09	0.13	0.05	0.16	0.05	0.13	0.04	0.06	0.11	0.07	0.06	0.11	0.07	0.11
A	ICCS03011	PER_SUSP	F	P_HTHAB	Serbia		0.08	0.0	0.0	0.0	0.0	0.03	0.0	0.03	0.0	0.03	0.0	0.03	0.0	0.09	
A	ICCS03011	PER_SUSP	F	P_HTHAB	Sweden	0.29	0.35	0.28	0.4	0.42	0.94	0.72	0.8	1.02	0.92	1.15	1.49	1.77	1.92	1.73	2.18
A	ICCS03011	PER_SUSP	F	P_HTHAB	Slovenia	0.39	0.48	0.87	0.87	0.0	1.25	0.19	0.0	0.28	0.76	0.0	0.96	0.67	0.48	0.48	0.28
A	ICCS03011	PER_SUSP	F	P_HTHAB	Slovakia						0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0
A	ICCS03011	PER_SUSP	F	P_HTHAB	Kosovo									0.0		0.22	0.11	0.11			
A	ICCS03011	PER_SUSP	M	NR	Albania	72.0	96.0	51.0	24.0	25.0	41.0	44.0	61.0	46.0	41.0	46.0	87.0	78.0	67.0	63.0	56.0
A	ICCS03011	PER_SUSP	M	NR	Austria	588.0	647.0	1048.0	1084.0	1088.0	1098.0	1084.0	1003.0	1125.0	1374.0	1582.0	1570.0	1563.0	1693.0	1871.0	2088.0
A	ICCS03011	PER_SUSP	M	NR	Bosnia and Herzegovina			31.0	11.0	15.0	19.0	10.0	11.0	9.0			27.0	21.0	21.0	23.0	36.0
A	ICCS03011	PER_SUSP	M	NR	Belgium	1306.0	1326.0	1283.0	1280.0	1234.0	1043.0	941.0	444.0	422.0	504.0	492.0	544.0	474.0	556.0	452.0	426.0
A	ICCS03011	PER_SUSP	M	NR	Bulgaria	227.0	180.0	140.0	94.0	108.0	91.0	100.0	52.0	77.0	58.0	68.0	73.0	73.0	71.0	40.0	52.0
A	ICCS03011	PER_SUSP	M	NR	Switzerland		466.0	453.0	453.0	461.0	435.0	462.0	420.0		516.0	526.0	563.0	626.0	630.0	734.0	759.0
A	ICCS03011	PER_SUSP	M	NR	Cyprus									22.0	16.0	26.0	23.0	22.0	50.0	55.0	48.0
A	ICCS03011	PER_SUSP	M	NR	Czechia	345.0	314.0	375.0	404.0	399.0	364.0	388.0	385.0	460.0	439.0	433.0	448.0	411.0	923.0	936.0	1045.0
A	ICCS03011	PER_SUSP	M	NR	Germany	6310.0	6208.0	6601.0	6418.0	6701.0	6203.0	6086.0	5823.0	6393.0	6916.0	7707.0	8142.0	8716.0	8963.0	10438.0	10830.0
A	ICCS03011	PER_SUSP	M	NR	Denmark								258.0	345.0	411.0	438.0	453.0	469.0	519.0	545.0	493.0
A	ICCS03011	PER_SUSP	M	NR	Greece									232.0	244.0	219.0	187.0	162.0	305.0	332.0	297.0
A	ICCS03011	PER_SUSP	M	NR	Spain		1358.0	1219.0	1048.0	853.0	836.0	937.0	876.0	688.0	1045.0	1214.0	1235.0	1044.0	1274.0	1751.0	2986.0
A	ICCS03011	PER_SUSP	M	NR	Finland	633.0	509.0	572.0	641.0	752.0	796.0	713.0	808.0	819.0	930.0	787.0	1056.0	1261.0	1270.0	1422.0	1463.0
A	ICCS03011	PER_SUSP	M	NR	France	6819.0	6792.0	6717.0	7149.0	7319.0	7620.0	8134.0	8610.0	11612.0	10502.0	13506.0	15024.0	16487.0	22111.0	24754.0	27598.0
A	ICCS03011	PER_SUSP	M	NR	Croatia	145.0	98.0	116.0	98.0	103.0	174.0	174.0	136.0	137.0	136.0	125.0	150.0	133.0	163.0	176.0	200.0
A	ICCS03011	PER_SUSP	M	NR	Hungary	282.0	234.0	293.0	262.0	250.0	249.0	255.0	361.0	393.0	338.0	190.0	309.0	441.0	424.0	537.0	479.0
A	ICCS03011	PER_SUSP	M	NR	Ireland										218.0	96.0	146.0	248.0	229.0	218.0	220.0
A	ICCS03011	PER_SUSP	M	NR	Iceland									167.0	180.0	224.0	179.0	154.0	185.0	209.0	151.0
A	ICCS03011	PER_SUSP	M	NR	Liechtenstein		0.0	0.0	2.0	5.0	2.0	4.0	1.0	2.0							
A	ICCS03011	PER_SUSP	M	NR	Lithuania	106.0	148.0	151.0	167.0	108.0	88.0	108.0	90.0	81.0	103.0	73.0	68.0	44.0	55.0	45.0	53.0
A	ICCS03011	PER_SUSP	M	NR	Luxembourg		47.0	53.0	58.0			48.0	54.0	83.0	89.0	70.0	89.0	100.0	83.0	98.0	
A	ICCS03011	PER_SUSP	M	NR	Latvia		99.0	198.0	35.0	46.0	86.0	96.0	78.0	116.0	149.0	143.0	123.0	137.0	123.0	199.0	188.0
A	ICCS03011	PER_SUSP	M	NR	Montenegro	19.0	8.0	11.0	3.0	3.0	3.0	4.0	5.0	2.0	8.0	7.0	4.0	10.0	8.0	16.0	15.0
A	ICCS03011	PER_SUSP	M	NR	North Macedonia	49.0	40.0	31.0	39.0	35.0	36.0	47.0									
A	ICCS03011	PER_SUSP	M	NR	Malta														19.0		44.0
A	ICCS03011	PER_SUSP	M	NR	Netherlands	1300.0	1225.0	1000.0	910.0	775.0	695.0	636.0	612.0	565.0	602.0	598.0	690.0	627.0	725.0	760.0	620.0
A	ICCS03011	PER_SUSP	M	NR	Norway	363.0	375.0	403.0	352.0	384.0	403.0	394.0	388.0	432.0	509.0	492.0	504.0	527.0	577.0	466.0	434.0
A	ICCS03011	PER_SUSP	M	NR	Poland		935.0	830.0	880.0	842.0	402.0	419.0	343.0	369.0	397.0	443.0	408.0	332.0	361.0	349.0	332.0
A	ICCS03011	PER_SUSP	M	NR	Portugal	245.0	244.0	194.0	140.0	147.0	159.0	144.0	142.0	145.0	154.0	159.0	151.0	116.0	146.0	189.0	176.0
A	ICCS03011	PER_SUSP	M	NR	Serbia	126.0	120.0	84.0	83.0	91.0	89.0	59.0	62.0	52.0	126.0	127.0	134.0	96.0	135.0	107.0	94.0
A	ICCS03011	PER_SUSP	M	NR	Sweden	2257.0	2599.0	2858.0	2730.0	2725.0	2625.0	2773.0	2803.0	2882.0	3243.0	3565.0	4240.0	4581.0	4559.0	4263.0	4436.0
A	ICCS03011	PER_SUSP	M	NR	Slovenia	220.0	274.0	305.0	259.0	222.0	197.0	151.0	127.0	150.0	146.0	129.0	171.0	150.0	170.0	219.0	255.0
A	ICCS03011	PER_SUSP	M	NR	Slovakia						46.0	63.0	53.0	50.0	55.0	60.0	61.0	53.0	66.0	53.0	57.0
A	ICCS03011	PER_SUSP	M	NR	Kosovo									26.0	29.0	32.0	47.0	72.0	133.0		
A	ICCS03011	PER_SUSP	M	P_HTHAB	Albania	4.53	6.06		1.69			3.01	4.17	3.15	2.82	3.2	6.09	5.49	4.75	4.54	4.1
A	ICCS03011	PER_SUSP	M	P_HTHAB	Austria	14.55	15.95	25.77	26.58	26.55	26.63	26.09	23.91	26.38	31.86	36.46	36.03	35.69	38.5	42.28	46.56
A	ICCS03011	PER_SUSP	M	P_HTHAB	Bosnia and Herzegovina			1.65	0.59	0.8											
A	ICCS03011	PER_SUSP	M	P_HTHAB	Belgium	25.0	25.17	24.15	23.7	22.63	19.01	17.13	8.04	7.58	9.02	8.76	9.64	8.34	9.75	7.88	7.35
A	ICCS03011	PER_SUSP	M	P_HTHAB	Bulgaria	6.2	4.95	3.87	2.62	3.03	2.57	2.84	1.48	2.21	1.68	1.99	2.15	2.17	2.12	1.28	1.68
A	ICCS03011	PER_SUSP	M	P_HTHAB	Switzerland		12.31	11.83	11.68	11.75	10.96	11.49	10.31		12.36	12.5	13.29	14.66	14.64	16.92	17.33
A	ICCS03011	PER_SUSP	M	P_HTHAB	Cyprus									5.33	3.84	6.17	5.38	5.06	11.42	12.47	10.32
A	ICCS03011	PER_SUSP	M	P_HTHAB	Czechia	6.81	6.14	7.3	7.85	7.74	7.05	7.52	7.44	8.87	8.44	8.3	8.54	7.8	17.85	18.06	19.69
A	ICCS03011	PER_SUSP	M	P_HTHAB	Germany	15.67	15.45	16.46	16.4	17.08	15.75	15.39	14.62	15.78	16.99	18.87	19.87	21.24	21.85	25.42	26.47
A	ICCS03011	PER_SUSP	M	P_HTHAB	Denmark								9.18	12.16	14.37	15.23	15.68	16.19	17.87	18.65	16.72
A	ICCS03011	PER_SUSP	M	P_HTHAB	Greece									4.44	4.67	4.2	3.59	3.11	5.87	6.49	5.83
A	ICCS03011	PER_SUSP	M	P_HTHAB	Spain		5.94	5.3	4.55	3.69	3.63	4.1	3.84	3.02	4.58	5.31	5.37	4.5	5.48	7.54	12.67
A	ICCS03011	PER_SUSP	M	P_HTHAB	European Union - Aggregate								13.7	15.54	15.81	18.04	19.8	21.01	24.95	27.63	30.17
A	ICCS03011	PER_SUSP	M	P_HTHAB	Finland	24.38	19.49	21.79	24.29	28.35	29.85	26.6	30.02	30.32	34.29	28.94	38.78	46.22	46.46	51.84	53.13
A	ICCS03011	PER_SUSP	M	P_HTHAB	France	22.01	21.81	21.46	22.72	23.16	23.98	25.47	26.74	36.01	32.5	41.67	46.26	50.68	67.58	75.05	83.41
A	ICCS03011	PER_SUSP	M	P_HTHAB	Croatia	6.98	4.72	5.59	4.74	4.99	8.46	8.49	6.67	6.77	6.78	6.31	7.6	6.75	8.3	9.45	10.74
A	ICCS03011	PER_SUSP	M	P_HTHAB	Hungary	5.91	4.91	6.16	5.52	5.29	5.28	5.42	7.69	8.38	7.23	4.07	6.61	9.42	9.09	11.56	10.36
A	ICCS03011	PER_SUSP	M	P_HTHAB	Ireland										9.21	4.01	6.01	10.09	9.24	8.55	8.45
A	ICCS03011	PER_SUSP	M	P_HTHAB	Iceland									99.84	105.24	126.13	97.9	82.38	97.86	108.24	75.52
A	ICCS03011	PER_SUSP	M	P_HTHAB	Liechtenstein		0.0	0.0	11.18	27.71	10.96	21.74	5.39	10.72							
A	ICCS03011	PER_SUSP	M	P_HTHAB	Lithuania	7.13	10.05	10.41	11.87	7.81	6.43	7.96	6.69	6.09	7.85	5.63	5.25	3.37	4.19	3.44	3.97
A	ICCS03011	PER_SUSP	M	P_HTHAB	Luxembourg		19.2	21.25	22.78			17.45	19.15	28.7	30.0	23.13	28.83	31.75	25.98	30.15	
A	ICCS03011	PER_SUSP	M	P_HTHAB	Latvia		9.97	20.39	3.69	4.92	9.28	10.47	8.56	12.83	16.64	16.07	13.9	15.55	14.05	22.9	21.55
A	ICCS03011	PER_SUSP	M	P_HTHAB	Montenegro	6.27	2.63	3.6	0.98	0.98	0.98	1.3	1.63	0.65	2.6	2.27	1.3	3.25	2.61	5.24	4.92
A	ICCS03011	PER_SUSP	M	P_HTHAB	North Macedonia	4.78	3.9	3.01	3.78	3.39	3.48	4.54									
A	ICCS03011	PER_SUSP	M	P_HTHAB	Malta														7.12		15.45
A	ICCS03011	PER_SUSP	M	P_HTHAB	Netherlands	16.03	15.02	12.19	11.04	9.36	8.37	7.63	7.31	6.71	7.1	7.01	8.04	7.25	8.35	8.69	7.01
A	ICCS03011	PER_SUSP	M	P_HTHAB	Norway	7.66	7.81	8.3	7.15	7.7	15.89	15.35	14.93	16.47	19.21	18.44	18.77	19.47	21.22	17.02	15.69
A	ICCS03011	PER_SUSP	M	P_HTHAB	Poland		5.08	4.51	4.77	4.57	2.18	2.28	1.86	2.01	2.16	2.41	2.22	1.81	1.97	1.92	1.87
A	ICCS03011	PER_SUSP	M	P_HTHAB	Portugal	4.83	4.82	3.83	2.77	2.92	3.18	2.9	2.88	2.96	3.15	3.27	3.11	2.39	3.0	3.84	3.51
A	ICCS03011	PER_SUSP	M	P_HTHAB	Serbia	3.52	3.36	2.36	2.35	2.59	2.55	1.7	1.79	1.51	3.67	3.72	3.95	2.84	4.03	3.23	2.91
A	ICCS03011	PER_SUSP	M	P_HTHAB	Sweden	24.58	28.08	30.6	28.99	28.74	55.08	57.6	57.53	58.45	64.69	70.14	82.45	88.17	87.29	81.03	83.72
A	ICCS03011	PER_SUSP	M	P_HTHAB	Slovenia	22.3	27.29	30.07	25.52	21.83	19.33	14.79	12.42	14.65	14.24	12.56	16.46	14.27	16.04	20.71	23.98
A	ICCS03011	PER_SUSP	M	P_HTHAB	Slovakia						1.75	2.39	2.01	1.89	2.07	2.26	2.29	1.99	2.48	1.99	2.15
A	ICCS03011	PER_SUSP	M	P_HTHAB	Kosovo									2.94		3.6	5.31	8.23			
A	ICCS03011	PER_SUSP	T	NR	Albania	82.0	97.0	51.0	24.0	25.0	41.0	44.0	61.0	47.0	41.0	47.0	87.0	78.0	69.0	63.0	56.0
A	ICCS03011	PER_SUSP	T	NR	Austria	594.0	654.0	1085.0	1099.0	1118.0	1119.0	1108.0	1029.0	1140.0	1416.0	1654.0	1618.0	1587.0	1727.0	1909.0	2164.0
A	ICCS03011	PER_SUSP	T	NR	Bosnia and Herzegovina	18.0		44.0	36.0	38.0	41.0	34.0	41.0	26.0	25.0	34.0	27.0	21.0	21.0	23.0	36.0
A	ICCS03011	PER_SUSP	T	NR	Belgium	1447.0	1463.0	1435.0	1417.0	1380.0	1217.0	1082.0	457.0	428.0	516.0	502.0	558.0	493.0	572.0	464.0	440.0
A	ICCS03011	PER_SUSP	T	NR	Bulgaria	228.0	180.0	142.0	94.0	112.0	91.0	101.0	53.0	78.0	58.0	71.0	74.0	74.0	75.0	40.0	52.0
A	ICCS03011	PER_SUSP	T	NR	Switzerland	429.0	468.0	454.0	454.0	461.0	437.0	463.0	421.0		519.0	528.0	565.0	629.0	631.0	734.0	761.0
A	ICCS03011	PER_SUSP	T	NR	Cyprus	42.0								22.0	16.0	26.0	23.0	22.0	52.0	56.0	49.0
A	ICCS03011	PER_SUSP	T	NR	Czechia	345.0	315.0	377.0	405.0	404.0	366.0	390.0	387.0	463.0	446.0	439.0	451.0	418.0	984.0	1017.0	1128.0
A	ICCS03011	PER_SUSP	T	NR	Germany	6364.0	6273.0	6675.0	6484.0	6776.0	6277.0	6162.0	5896.0	6476.0	6998.0	7805.0	8247.0	8828.0	9111.0	10601.0	11020.0
A	ICCS03011	PER_SUSP	T	NR	Denmark								266.0	351.0	416.0	450.0	461.0	477.0	525.0	556.0	501.0
A	ICCS03011	PER_SUSP	T	NR	Estonia	60.0															
A	ICCS03011	PER_SUSP	T	NR	Greece	348.0	372.0	430.0	339.0	341.0	322.0	273.0	225.0	235.0	246.0	254.0	231.0	162.0	316.0	338.0	300.0
A	ICCS03011	PER_SUSP	T	NR	Spain	1043.0	1382.0	1237.0	1058.0	866.0	861.0	947.0	889.0	693.0	1059.0	1228.0	1245.0	1057.0	1298.0	1821.0	3160.0
A	ICCS03011	PER_SUSP	T	NR	Finland	641.0	512.0	574.0	644.0	771.0	800.0	717.0	811.0	826.0	938.0	790.0	1068.0	1271.0	1299.0	1438.0	1488.0
A	ICCS03011	PER_SUSP	T	NR	France	6933.0	6917.0	6828.0	7269.0	7447.0	7785.0	8293.0	8753.0	11769.0	10681.0	13718.0	15288.0	16816.0	22530.0	25278.0	28242.0
A	ICCS03011	PER_SUSP	T	NR	Croatia	146.0	99.0	121.0	99.0	103.0	174.0	174.0	138.0	141.0	137.0	128.0	150.0	134.0	170.0	176.0	206.0
A	ICCS03011	PER_SUSP	T	NR	Hungary	284.0	234.0	303.0	265.0	251.0	251.0	258.0	368.0	404.0	351.0	191.0	314.0	454.0	435.0	544.0	512.0
A	ICCS03011	PER_SUSP	T	NR	Ireland	24.0									236.0	98.0	150.0	250.0	232.0	218.0	222.0
A	ICCS03011	PER_SUSP	T	NR	Iceland									171.0	182.0	230.0	185.0	156.0	187.0	215.0	154.0
A	ICCS03011	PER_SUSP	T	NR	Liechtenstein	3.0	0.0	0.0	2.0	5.0	2.0	4.0	1.0	2.0			1.0	5.0			
A	ICCS03011	PER_SUSP	T	NR	Lithuania	106.0	150.0	152.0	170.0	110.0	88.0	108.0	90.0	83.0	103.0	74.0	68.0	44.0	55.0	45.0	53.0
A	ICCS03011	PER_SUSP	T	NR	Luxembourg	45.0	49.0	58.0	60.0			51.0	58.0	87.0	91.0	72.0	91.0	106.0	92.0	108.0	
A	ICCS03011	PER_SUSP	T	NR	Latvia	219.0	101.0	200.0	36.0	49.0	86.0	97.0	78.0	121.0	150.0	145.0	124.0	139.0	124.0	200.0	189.0
A	ICCS03011	PER_SUSP	T	NR	Montenegro	19.0	8.0	11.0	3.0	3.0	3.0	4.0	5.0	2.0	8.0	7.0	4.0	10.0	8.0	16.0	15.0
A	ICCS03011	PER_SUSP	T	NR	North Macedonia	49.0	40.0	31.0	39.0	36.0	36.0	48.0									
A	ICCS03011	PER_SUSP	T	NR	Malta														20.0		46.0
A	ICCS03011	PER_SUSP	T	NR	Netherlands	1360.0	1285.0	1015.0	925.0	800.0	705.0	646.0	624.0	574.0	613.0	607.0	702.0	630.0	735.0	780.0	630.0
A	ICCS03011	PER_SUSP	T	NR	Norway	372.0	377.0	409.0	355.0	392.0	410.0	402.0	396.0	442.0	523.0	503.0	511.0	538.0	588.0	481.0	442.0
A	ICCS03011	PER_SUSP	T	NR	Poland	1021.0	950.0	841.0	893.0	855.0	402.0	420.0	343.0	370.0	399.0	444.0	410.0	332.0	364.0	352.0	333.0
A	ICCS03011	PER_SUSP	T	NR	Portugal	252.0	249.0	199.0	147.0	150.0	168.0	147.0	149.0	147.0	157.0	165.0	155.0	119.0	152.0	193.0	182.0
A	ICCS03011	PER_SUSP	T	NR	Romania	1027.0	1004.0			862.0	930.0	778.0	801.0	751.0	1154.0	1261.0	1285.0	1333.0	1682.0	2250.0	2170.0
A	ICCS03011	PER_SUSP	T	NR	Serbia	126.0	123.0	84.0	83.0	91.0	89.0	60.0	62.0	53.0	126.0	128.0	134.0	97.0	135.0	110.0	94.0
A	ICCS03011	PER_SUSP	T	NR	Sweden	2296.0	2637.0	2897.0	2773.0	2774.0	2675.0	2808.0	2842.0	2933.0	3298.0	3628.0	4322.0	4677.0	4660.0	4357.0	4554.0
A	ICCS03011	PER_SUSP	T	NR	Slovenia	224.0	279.0	314.0	268.0	222.0	210.0	153.0	127.0	153.0	154.0	129.0	181.0	157.0	175.0	224.0	258.0
A	ICCS03011	PER_SUSP	T	NR	Slovakia	94.0	102.0	86.0	83.0	51.0	46.0	63.0	53.0	50.0	56.0	60.0	61.0	53.0	66.0	53.0	57.0
A	ICCS03011	PER_SUSP	T	NR	Kosovo									26.0	30.0	34.0	48.0	73.0	139.0		
A	ICCS03011	PER_SUSP	T	P_HTHAB	Albania	2.59	3.05		0.85			1.52	2.11	1.63	1.43	1.64	3.04	2.74	2.44	2.26	2.03
A	ICCS03011	PER_SUSP	T	P_HTHAB	Austria	7.15	7.85	12.99	13.12	13.3	13.24	13.02	12.0	13.12	16.14	18.75	18.26	17.83	19.33	21.26	23.77
A	ICCS03011	PER_SUSP	T	P_HTHAB	Bosnia and Herzegovina	0.47		1.14	0.94	0.99											
A	ICCS03011	PER_SUSP	T	P_HTHAB	Belgium	13.57	13.61	13.24	12.88	12.44	10.9	9.68	4.07	3.78	4.55	4.4	4.87	4.28	4.95	3.99	3.75
A	ICCS03011	PER_SUSP	T	P_HTHAB	Bulgaria	3.03	2.41	1.91	1.28	1.53	1.25	1.39	0.74	1.09	0.82	1.01	1.06	1.06	1.08	0.62	0.81
A	ICCS03011	PER_SUSP	T	P_HTHAB	Switzerland	5.65	6.08	5.83	5.77	5.8	5.44	5.69	5.11		6.16	6.22	6.61	7.31	7.28	8.4	8.63
A	ICCS03011	PER_SUSP	T	P_HTHAB	Cyprus	5.41								2.59	1.87	3.01	2.63	2.48	5.8	6.19	5.16
A	ICCS03011	PER_SUSP	T	P_HTHAB	Czechia	3.34	3.02	3.6	3.86	3.85	3.48	3.71	3.67	4.39	4.22	4.14	4.23	3.91	9.38	9.67	10.42
A	ICCS03011	PER_SUSP	T	P_HTHAB	Germany	7.74	7.65	8.16	8.08	8.44	7.8	7.63	7.26	7.88	8.48	9.43	9.93	10.61	10.96	12.74	13.26
A	ICCS03011	PER_SUSP	T	P_HTHAB	Denmark								4.7	6.15	7.24	7.78	7.94	8.19	8.99	9.47	8.44
A	ICCS03011	PER_SUSP	T	P_HTHAB	Estonia	4.48															
A	ICCS03011	PER_SUSP	T	P_HTHAB	Greece	3.11	3.35	3.87	3.05	3.08	2.93	2.5	2.07	2.18	2.28	2.36	2.15	1.51	2.96	3.23	2.88
A	ICCS03011	PER_SUSP	T	P_HTHAB	Spain	2.28	2.99	2.66	2.27	1.85	1.84	2.04	1.91	1.49	2.28	2.63	2.65	2.23	2.74	3.84	6.57
A	ICCS03011	PER_SUSP	T	P_HTHAB	European Union - Aggregate								6.51	7.49	7.75	8.84	9.69	10.27	12.26	13.71	12.99
A	ICCS03011	PER_SUSP	T	P_HTHAB	Finland	12.09	9.61	10.73	11.98	14.27	14.74	13.15	14.82	15.05	17.04	14.33	19.36	23.0	23.47	25.92	26.74
A	ICCS03011	PER_SUSP	T	P_HTHAB	France	10.83	10.75	10.56	11.19	11.41	11.87	12.58	13.16	17.66	15.99	20.47	22.76	24.98	33.3	37.12	41.36
A	ICCS03011	PER_SUSP	T	P_HTHAB	Croatia	3.39	2.3	2.81	2.31	2.41	4.08	4.1	3.27	3.36	3.3	3.12	3.68	3.3	4.21	4.56	5.35
A	ICCS03011	PER_SUSP	T	P_HTHAB	Hungary	2.83	2.33	3.03	2.65	2.53	2.53	2.61	3.73	4.11	3.58	1.95	3.21	4.65	4.47	5.61	5.33
A	ICCS03011	PER_SUSP	T	P_HTHAB	Ireland	0.54									4.93	2.03	3.06	5.04	4.63	4.23	4.21
A	ICCS03011	PER_SUSP	T	P_HTHAB	Iceland									51.42	53.79	66.01	51.82	42.84	50.71	57.14	39.72
A	ICCS03011	PER_SUSP	T	P_HTHAB	Liechtenstein	8.49	0.0	0.0	5.53	13.71	5.43	10.77	2.68	5.32			2.61	12.9			
A	ICCS03011	PER_SUSP	T	P_HTHAB	Lithuania	3.3	4.71	4.84	5.57	3.66	2.96	3.67	3.08	2.87	3.62	2.63	2.43	1.57	1.97	1.6	1.85
A	ICCS03011	PER_SUSP	T	P_HTHAB	Luxembourg	9.3	9.93	11.55	11.72			9.28	10.3	15.1	15.41	11.96	14.82	16.93	14.49	16.73	
A	ICCS03011	PER_SUSP	T	P_HTHAB	Latvia	9.99	4.67	9.43	1.74	2.4	4.25	4.85	3.93	6.15	7.69	7.5	6.46	7.29	6.55	10.66	10.04
A	ICCS03011	PER_SUSP	T	P_HTHAB	Montenegro	3.09	1.3	1.78	0.48	0.48	0.48	0.64	0.8	0.32	1.29	1.12	0.64	1.61	1.29	2.59	2.43
A	ICCS03011	PER_SUSP	T	P_HTHAB	North Macedonia	2.4	1.95	1.51	1.9	1.75	1.75	2.32									
A	ICCS03011	PER_SUSP	T	P_HTHAB	Malta														3.88		8.49
A	ICCS03011	PER_SUSP	T	P_HTHAB	Netherlands	8.29	7.79	6.12	5.55	4.78	4.2	3.84	3.69	3.38	3.59	3.53	4.06	3.62	4.21	4.43	3.54
A	ICCS03011	PER_SUSP	T	P_HTHAB	Norway	7.85	7.86	8.42	7.21	7.86	8.12	7.87	7.66	8.48	9.95	9.5	9.59	10.02	10.91	8.87	8.05
A	ICCS03011	PER_SUSP	T	P_HTHAB	Poland	2.68	2.49	2.21	2.35	2.25	1.06	1.1	0.9	0.97	1.05	1.17	1.08	0.87	0.96	0.93	0.91
A	ICCS03011	PER_SUSP	T	P_HTHAB	Portugal	2.39	2.36	1.88	1.39	1.42	1.6	1.41	1.44	1.42	1.52	1.6	1.51	1.16	1.48	1.86	1.73
A	ICCS03011	PER_SUSP	T	P_HTHAB	Romania	4.98	4.91			4.29	4.65	3.9	4.03	3.8	5.87	6.46	6.62	6.9	8.76	11.82	11.39
A	ICCS03011	PER_SUSP	T	P_HTHAB	Serbia	1.71	1.68	1.15	1.14	1.26	1.24	0.84	0.87	0.75	1.79	1.83	1.92	1.4	1.96	1.62	1.42
A	ICCS03011	PER_SUSP	T	P_HTHAB	Sweden	25.0	28.49	31.01	29.45	29.25	27.99	29.11	29.16	29.77	33.0	35.85	42.25	45.29	44.9	41.68	43.28
A	ICCS03011	PER_SUSP	T	P_HTHAB	Slovenia	11.14	13.72	15.34	13.07	10.8	10.2	7.42	6.15	7.41	7.45	6.24	8.7	7.49	8.3	10.63	12.19
A	ICCS03011	PER_SUSP	T	P_HTHAB	Slovakia	1.75	1.9	1.6	1.54	0.94	0.85	1.16	0.98	0.92	1.03	1.1	1.12	0.97	1.21	0.98	1.05
A	ICCS03011	PER_SUSP	T	P_HTHAB	Kosovo									1.47		1.89	2.67	4.1			
A	ICCS03011	PER_VICT	F	NR	Albania	56.0	46.0	41.0	22.0	20.0	30.0	37.0	58.0	43.0	40.0	35.0	61.0	52.0	54.0	42.0	33.0
A	ICCS03011	PER_VICT	F	NR	Austria	568.0	604.0	1101.0	1131.0	1117.0	1146.0	1061.0	1045.0	1123.0	1388.0	1596.0	1596.0	1579.0	1715.0	1951.0	2157.0
A	ICCS03011	PER_VICT	F	NR	Bosnia and Herzegovina							9.0	9.0	9.0	7.0	13.0	9.0	5.0	4.0	6.0	15.0
A	ICCS03011	PER_VICT	F	NR	Bulgaria	262.0	246.0	211.0	157.0	187.0	164.0	148.0	119.0	127.0	142.0	113.0	131.0	109.0	80.0	96.0	75.0
A	ICCS03011	PER_VICT	F	NR	Switzerland		632.0	524.0	528.0	549.0	550.0	538.0	509.0	568.0	594.0	604.0	648.0	667.0	737.0	837.0	822.0
A	ICCS03011	PER_VICT	F	NR	Czechia	468.0	432.0	521.0	601.0	592.0	570.0	612.0	559.0	602.0	494.0		634.0	591.0	1331.0	1450.0	1509.0
A	ICCS03011	PER_VICT	F	NR	Germany	7059.0	7099.0	7448.0	7220.0	7754.0	7153.0	7048.0	6732.0	7622.0	7831.0	8600.0	9029.0	9597.0	9797.0	11888.0	12371.0
A	ICCS03011	PER_VICT	F	NR	Denmark	890.0	806.0	818.0	744.0	747.0	685.0	699.0	839.0	1168.0	1439.0	1687.0	1811.0	1729.0	2318.0	2511.0	2137.0
A	ICCS03011	PER_VICT	F	NR	Greece						222.0	194.0	183.0	217.0	223.0	142.0	148.0	126.0	226.0	303.0	256.0
A	ICCS03011	PER_VICT	F	NR	Spain	1333.0	1200.0	1090.0	1094.0	923.0	1237.0	1207.0	1245.0	1273.0	1431.0	1680.0	1550.0	1384.0	1774.0	2384.0	4098.0
A	ICCS03011	PER_VICT	F	NR	Finland		373.0	479.0	706.0	747.0	719.0	724.0	771.0	852.0	909.0	1023.0	1135.0	1239.0	1609.0	1426.0	1939.0
A	ICCS03011	PER_VICT	F	NR	France								10729.0	12931.0	14862.0	17343.0	20544.0	23119.0	30903.0	34582.0	37523.0
A	ICCS03011	PER_VICT	F	NR	Croatia	164.0	113.0	126.0	107.0	115.0	267.0	308.0	242.0	306.0	230.0	265.0	420.0	289.0	393.0	342.0	398.0
A	ICCS03011	PER_VICT	F	NR	Hungary	211.0	223.0	241.0	187.0	188.0	216.0	261.0	316.0	495.0	460.0	412.0	294.0	415.0	389.0	487.0	453.0
A	ICCS03011	PER_VICT	F	NR	Ireland		310.0	418.0	425.0	483.0	369.0	429.0	599.0	613.0	745.0	904.0	948.0	908.0	983.0	990.0	897.0
A	ICCS03011	PER_VICT	F	NR	Iceland										0.0						
A	ICCS03011	PER_VICT	F	NR	Liechtenstein							4.0	1.0	2.0							
