freq	iccs	leg_stat	sex	unit	geo	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A	ICCS0101	PER_VICT	F	P_HTHAB	North Macedonia	0.88	1.17	1.46	0.39	1.07	0.68	0.97	0.19	0.58	0.39		0.48	0.58	0.29	0.32	0.98
A	ICCS0101	PER_VICT	F	P_HTHAB	Malta	0.49	1.45	0.48	1.44	1.43	0.0	0.47	0.93	0.89	0.44	1.7	1.24	0.4	0.0	1.2	0.78
A	ICCS0101	PER_VICT	F	P_HTHAB	Netherlands	0.57	0.6	0.65	0.59	0.59	0.66	0.35	0.49	0.37	0.5	0.42	0.51	0.5	0.43	0.54	0.46
A	ICCS0101	PER_VICT	F	P_HTHAB	Norway	0.42	0.5	0.62	2.11	0.36	0.8	0.51	0.55	0.43	0.5	0.34	0.61	0.56	0.6	0.52	0.66
A	ICCS0101	PER_VICT	F	P_HTHAB	Poland							0.46	0.55	0.36	0.48	0.42	0.41	0.45	0.4	0.47	0.64
A	ICCS0101	PER_VICT	F	P_HTHAB	Portugal												0.6	0.62	0.46	0.44	
A	ICCS0101	PER_VICT	F	P_HTHAB	Romania										0.89	0.82	0.72	0.97	0.77	0.87	0.54
A	ICCS0101	PER_VICT	F	P_HTHAB	Serbia	1.0	1.01	1.12	1.05	1.03	1.28	1.04	0.85	1.13	0.8	0.78	0.78	0.62	0.77	0.57	0.67
A	ICCS0101	PER_VICT	F	P_HTHAB	Sweden				0.53	0.44	0.54	0.52	0.59	0.59	0.54	0.66	0.49	0.49	0.47	0.44	0.63
A	ICCS0101	PER_VICT	F	P_HTHAB	Slovenia	0.49	0.68	0.77	0.68	0.58	0.29	0.58	1.06	0.19	0.86	0.48	0.67	0.57	0.57	0.48	0.28
A	ICCS0101	PER_VICT	F	P_HTHAB	Slovakia		1.16	1.12	1.12	0.61	0.83	0.68	0.5	0.72	0.68	0.93	0.54	1.0	0.64	0.61	0.76
A	ICCS0101	PER_VICT	F	P_HTHAB	Turkey		2.83	1.76	1.71	1.63			1.06	1.12	1.07	0.99	1.12	0.93	1.05	1.1	1.72
A	ICCS0101	PER_VICT	F	P_HTHAB	England and Wales	0.7	0.69	0.71	0.6	0.59	0.63	0.71	0.59	0.58	0.74	0.81					
A	ICCS0101	PER_VICT	F	P_HTHAB	Scotland	1.23	0.82	0.78	0.73	0.44	0.55	0.55	0.62	0.58	0.5						
A	ICCS0101	PER_VICT	F	P_HTHAB	Northern Ireland	0.44	0.55	0.54	0.43	0.32	0.54	0.75	0.43	0.21	0.95						
A	ICCS0101	PER_VICT	F	P_HTHAB	Kosovo	2.35	1.02	1.83	1.01					0.45		0.99	0.33	0.88			
A	ICCS0101	PER_VICT	M	NR	Albania	74.0	78.0	108.0	124.0	131.0	104.0	104.0	66.0	82.0	56.0	53.0	52.0	52.0	54.0	40.0	27.0
A	ICCS0101	PER_VICT	M	NR	Austria	85.0	101.0	28.0	42.0	42.0	32.0	22.0	27.0	23.0	33.0	42.0	37.0	28.0	25.0	38.0	35.0
A	ICCS0101	PER_VICT	M	NR	Bosnia and Herzegovina		56.0	46.0	35.0	39.0	32.0	39.0	39.0	30.0	32.0	31.0	32.0	38.0	25.0	22.0	26.0
A	ICCS0101	PER_VICT	M	NR	Bulgaria	136.0	115.0	121.0	98.0	104.0	75.0	86.0	97.0	57.0	68.0	54.0	60.0	43.0	61.0	47.0	43.0
A	ICCS0101	PER_VICT	M	NR	Switzerland		24.0	26.0	23.0	28.0	25.0	17.0	27.0	20.0	25.0	22.0	20.0	20.0	17.0	23.0	25.0
A	ICCS0101	PER_VICT	M	NR	Cyprus	7.0	12.0	7.0	3.0	17.0	9.0	6.0	13.0	8.0	7.0	9.0	5.0	5.0	9.0	4.0	10.0
A	ICCS0101	PER_VICT	M	NR	Czechia	70.0	56.0	50.0	42.0	57.0	39.0	36.0	39.0	29.0	36.0		58.0	38.0	20.0	48.0	38.0
A	ICCS0101	PER_VICT	M	NR	Germany	385.0	417.0	400.0	400.0	363.0	354.0	377.0	355.0	494.0	433.0	421.0	347.0	425.0	358.0	337.0	396.0
A	ICCS0101	PER_VICT	M	NR	Denmark			20.0	31.0	31.0	35.0	43.0	38.0	33.0	51.0	38.0	26.0	33.0	23.0	35.0	33.0
A	ICCS0101	PER_VICT	M	NR	Estonia			49.0	51.0	46.0	34.0	33.0	35.0	24.0	21.0	23.0	20.0	32.0	22.0	16.0	15.0
A	ICCS0101	PER_VICT	M	NR	Greece	111.0	127.0	142.0	152.0	127.0	103.0	80.0	63.0	58.0	63.0	70.0	59.0	59.0	59.0	72.0	68.0
A	ICCS0101	PER_VICT	M	NR	Spain		267.0	238.0	258.0	238.0	180.0	196.0	181.0	181.0	194.0	172.0	205.0	179.0	193.0	204.0	220.0
A	ICCS0101	PER_VICT	M	NR	Finland	89.0	86.0	91.0	73.0	48.0	65.0	61.0	66.0	52.0	37.0	62.0	53.0	74.0	44.0	44.0	32.0
A	ICCS0101	PER_VICT	M	NR	France								659.0	497.0	453.0	473.0	492.0	498.0	506.0	584.0	626.0
A	ICCS0101	PER_VICT	M	NR	Croatia	47.0	25.0	30.0	28.0	33.0	25.0	19.0	22.0	24.0	28.0	16.0	19.0	21.0	19.0	17.0	17.0
A	ICCS0101	PER_VICT	M	NR	Hungary	111.0	76.0	77.0	103.0	66.0	83.0	79.0	119.0	45.0	116.0	43.0	33.0	41.0	49.0	50.0	39.0
A	ICCS0101	PER_VICT	M	NR	Ireland								23.0	32.0	24.0	29.0	24.0	26.0	15.0	33.0	23.0
A	ICCS0101	PER_VICT	M	NR	Iceland		1.0	2.0	2.0	0.0	1.0	0.0	3.0	0.0	1.0	2.0	1.0	1.0	1.0	3.0	4.0
A	ICCS0101	PER_VICT	M	NR	Italy	465.0	417.0	371.0	374.0	339.0	326.0	334.0	328.0	253.0	244.0	219.0	206.0	169.0	184.0	196.0	220.0
A	ICCS0101	PER_VICT	M	NR	Liechtenstein		0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0			1.0	0.0	1.0		
A	ICCS0101	PER_VICT	M	NR	Lithuania	217.0	188.0	144.0	145.0	149.0	138.0	106.0	123.0	107.0	74.0	75.0	72.0	72.0	50.0	38.0	48.0
A	ICCS0101	PER_VICT	M	NR	Luxembourg		5.0	5.0	4.0	0.0	0.0	2.0	4.0				3.0	1.0		5.0	
A	ICCS0101	PER_VICT	M	NR	Latvia					33.0	26.0	27.0	37.0	35.0	44.0	41.0	23.0	28.0	21.0	26.0	18.0
A	ICCS0101	PER_VICT	M	NR	Montenegro	19.0	15.0	8.0	18.0	14.0	9.0	16.0	14.0	25.0	11.0	12.0	18.0	15.0	13.0	10.0	4.0
A	ICCS0101	PER_VICT	M	NR	North Macedonia	26.0	23.0	28.0	26.0	18.0	15.0	25.0	23.0	13.0	27.0		18.0	5.0	11.0	15.0	19.0
A	ICCS0101	PER_VICT	M	NR	Malta	5.0	1.0	3.0	0.0	9.0	7.0	5.0	2.0	3.0	8.0	3.0	2.0	6.0	2.0	5.0	1.0
A	ICCS0101	PER_VICT	M	NR	Netherlands	103.0	104.0	90.0	93.0	95.0	69.0	93.0	62.0	62.0	89.0	64.0	81.0	77.0	88.0	95.0	84.0
A	ICCS0101	PER_VICT	M	NR	Norway	24.0	17.0	14.0	59.0	18.0	26.0	16.0	10.0	16.0	15.0	16.0	12.0	16.0	13.0	16.0	22.0
A	ICCS0101	PER_VICT	M	NR	Poland							188.0	186.0	189.0	193.0	190.0	173.0	177.0	194.0	178.0	187.0
A	ICCS0101	PER_VICT	M	NR	Portugal												40.0	47.0	57.0	51.0	
A	ICCS0101	PER_VICT	M	NR	Romania										166.0	168.0	173.0	185.0	168.0	162.0	159.0
A	ICCS0101	PER_VICT	M	NR	Serbia	102.0	116.0	88.0	96.0	73.0	95.0	82.0	73.0	82.0	65.0	77.0	60.0	62.0	50.0	54.0	66.0
A	ICCS0101	PER_VICT	M	NR	Sweden				56.0	46.0	61.0	62.0	83.0	77.0	86.0	75.0	86.0	99.0	89.0	93.0	88.0
A	ICCS0101	PER_VICT	M	NR	Slovenia	5.0	6.0	7.0	9.0	8.0	9.0	10.0	9.0	8.0	10.0	4.0	7.0	5.0	3.0	8.0	9.0
A	ICCS0101	PER_VICT	M	NR	Slovakia		44.0	51.0	57.0	45.0	48.0	46.0	30.0	37.0	55.0	36.0	54.0	33.0	31.0	21.0	32.0
A	ICCS0101	PER_VICT	M	NR	Turkey		2685.0	2430.0	2432.0	2610.0			1818.0	2257.0	2113.0	1760.0	1589.0	1758.0	1727.0	1816.0	2084.0
A	ICCS0101	PER_VICT	M	NR	England and Wales	442.0	402.0	431.0	355.0	376.0	339.0	324.0	374.0	503.0	484.0	429.0					
A	ICCS0101	PER_VICT	M	NR	Scotland	64.0	63.0	79.0	73.0	51.0	47.0	47.0	42.0	49.0	45.0	46.0					
A	ICCS0101	PER_VICT	M	NR	Northern Ireland	20.0	24.0	18.0	19.0	18.0	15.0	10.0	19.0	16.0	15.0	18.0					
A	ICCS0101	PER_VICT	M	NR	Kosovo	85.0	62.0	86.0	53.0	79.0	37.0	43.0	32.0	30.0	35.0	35.0	21.0	29.0	30.0		
A	ICCS0101	PER_VICT	M	P_HTHAB	Albania	4.66	4.92		8.72			7.12	4.52	5.62	3.85	3.68	3.64	3.66	3.83	2.88	1.98
A	ICCS0101	PER_VICT	M	P_HTHAB	Austria	2.1	2.49	0.69	1.03	1.02	0.78	0.53	0.64	0.54	0.77	0.97	0.85	0.64	0.57	0.86	0.78
A	ICCS0101	PER_VICT	M	P_HTHAB	Bosnia and Herzegovina		2.98	2.45	1.86	2.08											
A	ICCS0101	PER_VICT	M	P_HTHAB	Bulgaria	3.72	3.16	3.35	2.73	2.92	2.12	2.44	2.77	1.64	1.97	1.58	1.77	1.28	1.82	1.42	1.39
A	ICCS0101	PER_VICT	M	P_HTHAB	Switzerland		0.63	0.68	0.59	0.71	0.63	0.42	0.66	0.49	0.6	0.52	0.47	0.47	0.4	0.53	0.57
A	ICCS0101	PER_VICT	M	P_HTHAB	Cyprus	1.84	3.08	1.75	0.73	4.06	2.14	1.44	3.16	1.94	1.68	2.14	1.17	1.15	2.06	0.91	2.15
A	ICCS0101	PER_VICT	M	P_HTHAB	Czechia	1.38	1.09	0.97	0.82	1.11	0.76	0.7	0.75	0.56	0.69		1.11	0.72	0.39	0.93	0.72
A	ICCS0101	PER_VICT	M	P_HTHAB	Germany	0.96	1.04	1.0	1.02	0.93	0.9	0.95	0.89	1.22	1.06	1.03	0.85	1.04	0.87	0.82	0.97
A	ICCS0101	PER_VICT	M	P_HTHAB	Denmark			0.73	1.12	1.12	1.26	1.54	1.35	1.16	1.78	1.32	0.9	1.14	0.79	1.2	1.12
A	ICCS0101	PER_VICT	M	P_HTHAB	Estonia			7.89	8.23	7.44	5.52	5.37	5.69	3.89	3.4	3.7	3.2	5.09	3.49	2.53	2.32
A	ICCS0101	PER_VICT	M	P_HTHAB	Greece	2.02	2.33	2.6	2.79	2.34	1.92	1.51	1.2	1.11	1.21	1.34	1.13	1.13	1.14	1.41	1.34
A	ICCS0101	PER_VICT	M	P_HTHAB	Spain		1.17	1.04	1.12	1.03	0.78	0.86	0.79	0.79	0.85	0.75	0.89	0.77	0.83	0.88	0.93
A	ICCS0101	PER_VICT	M	P_HTHAB	European Union - Aggregate								1.33	1.18	1.23	1.15	1.12	1.11	1.07	1.13	1.17
A	ICCS0101	PER_VICT	M	P_HTHAB	Finland	3.43	3.29	3.47	2.77	1.81	2.44	2.28	2.45	1.92	1.36	2.28	1.95	2.71	1.61	1.6	1.16
A	ICCS0101	PER_VICT	M	P_HTHAB	France								2.05	1.56	1.4	1.46	1.51	1.53	1.55	1.78	1.89
A	ICCS0101	PER_VICT	M	P_HTHAB	Croatia	2.26	1.2	1.45	1.35	1.6	1.22	0.93	1.08	1.19	1.4	0.81	0.96	1.07	0.97	0.91	0.91
A	ICCS0101	PER_VICT	M	P_HTHAB	Hungary	2.33	1.6	1.62	2.17	1.4	1.76	1.68	2.53	0.96	2.48	0.92	0.71	0.88	1.05	1.08	0.84
A	ICCS0101	PER_VICT	M	P_HTHAB	Ireland								0.99	1.37	1.01	1.21	0.99	1.06	0.6	1.29	0.88
A	ICCS0101	PER_VICT	M	P_HTHAB	Iceland		0.62	1.25	1.25	0.0	0.62	0.0	1.82	0.0	0.58	1.13	0.55	0.53	0.53	1.55	2.0
A	ICCS0101	PER_VICT	M	P_HTHAB	Italy	1.64	1.46	1.29	1.3	1.18	1.13	1.13	1.11	0.86	0.83	0.74	0.71	0.58	0.64	0.68	0.76
A	ICCS0101	PER_VICT	M	P_HTHAB	Liechtenstein		0.0	5.63	0.0	0.0	0.0	5.43	0.0	0.0			5.26	0.0	5.16		
A	ICCS0101	PER_VICT	M	P_HTHAB	Lithuania	14.59	12.76	9.93	10.3	10.77	10.08	7.82	9.14	8.05	5.64	5.78	5.56	5.52	3.81	2.91	3.59
A	ICCS0101	PER_VICT	M	P_HTHAB	Luxembourg		2.04	2.0	1.57	0.0	0.0	0.73	1.42				0.97	0.32		1.54	
A	ICCS0101	PER_VICT	M	P_HTHAB	Latvia					3.53	2.81	2.94	4.06	3.87	4.91	4.61	2.6	3.18	2.4	2.99	2.06
A	ICCS0101	PER_VICT	M	P_HTHAB	Montenegro	6.27	4.93	2.62	5.88	4.57	2.93	5.21	4.55	8.12	3.57	3.9	5.85	4.88	4.24	3.28	1.31
A	ICCS0101	PER_VICT	M	P_HTHAB	North Macedonia	2.54	2.24	2.72	2.52	1.74	1.45	2.42	2.22	1.25	2.6		1.73	0.48	1.06	1.65	2.09
A	ICCS0101	PER_VICT	M	P_HTHAB	Malta	2.47	0.49	1.45	0.0	4.33	3.34	2.35	0.93	1.33	3.45	1.25	0.79	2.26	0.75	1.85	0.35
A	ICCS0101	PER_VICT	M	P_HTHAB	Netherlands	1.27	1.28	1.1	1.13	1.15	0.83	1.12	0.74	0.74	1.05	0.75	0.94	0.89	1.01	1.09	0.95
A	ICCS0101	PER_VICT	M	P_HTHAB	Norway	1.02	0.71	0.58	2.4	0.72	1.03	0.62	0.38	0.61	0.57	0.6	0.45	0.59	0.48	0.58	0.8
A	ICCS0101	PER_VICT	M	P_HTHAB	Poland							1.02	1.01	1.03	1.05	1.03	0.94	0.96	1.06	0.98	1.05
A	ICCS0101	PER_VICT	M	P_HTHAB	Portugal												0.83	0.97	1.17	1.03	
A	ICCS0101	PER_VICT	M	P_HTHAB	Romania										1.73	1.76	1.82	1.96	1.79	1.75	1.72
A	ICCS0101	PER_VICT	M	P_HTHAB	Serbia	2.85	3.25	2.48	2.72	2.08	2.72	2.36	2.11	2.38	1.9	2.26	1.77	1.84	1.49	1.63	2.04
A	ICCS0101	PER_VICT	M	P_HTHAB	Sweden				1.19	0.97	1.28	1.29	1.7	1.56	1.72	1.48	1.67	1.91	1.7	1.77	1.66
A	ICCS0101	PER_VICT	M	P_HTHAB	Slovenia	0.51	0.6	0.69	0.89	0.79	0.88	0.98	0.88	0.78	0.98	0.39	0.67	0.48	0.28	0.76	0.85
A	ICCS0101	PER_VICT	M	P_HTHAB	Slovakia		1.68	1.94	2.17	1.71	1.82	1.74	1.14	1.4	2.07	1.36	2.03	1.24	1.16	0.79	1.21
A	ICCS0101	PER_VICT	M	P_HTHAB	Turkey		7.48	6.66	6.57	6.95			4.66	5.71	5.28	4.34	3.86	4.21	4.12	4.28	4.88
A	ICCS0101	PER_VICT	M	P_HTHAB	England and Wales	1.65	1.49	1.58	1.29	1.36	1.21	1.28	1.32	1.75	1.67	1.47					
A	ICCS0101	PER_VICT	M	P_HTHAB	Scotland	2.55	2.5	3.11	2.85	1.98	1.82	1.81	1.61	1.87	1.71						
A	ICCS0101	PER_VICT	M	P_HTHAB	Northern Ireland	2.31	2.74	2.04	2.14	2.02	1.67	1.11	2.1	1.75	1.63						
A	ICCS0101	PER_VICT	M	P_HTHAB	Kosovo	7.82	5.63	7.71	5.86					2.83		3.94	2.37	3.31			
A	ICCS0101	PER_VICT	T	NR	Albania	93.0	85.0	127.0	142.0	157.0	129.0	117.0	82.0	99.0	68.0	68.0	65.0	61.0	66.0	48.0	39.0
A	ICCS0101	PER_VICT	T	NR	Austria	124.0	157.0	61.0	77.0	80.0	62.0	45.0	44.0	54.0	70.0	86.0	77.0	65.0	65.0	79.0	80.0
A	ICCS0101	PER_VICT	T	NR	Bosnia and Herzegovina	30.0	71.0	56.0	51.0	63.0	46.0	50.0	57.0	45.0	42.0	39.0	42.0	43.0	32.0	35.0	39.0
A	ICCS0101	PER_VICT	T	NR	Bulgaria	172.0	150.0	148.0	128.0	141.0	109.0	112.0	126.0	79.0	103.0	92.0	83.0	69.0	89.0	76.0	74.0
A	ICCS0101	PER_VICT	T	NR	Switzerland		51.0	52.0	46.0	45.0	57.0	41.0	57.0	45.0	45.0	50.0	46.0	47.0	42.0	43.0	53.0
A	ICCS0101	PER_VICT	T	NR	Cyprus	9.0	19.0	8.0	9.0	22.0	12.0	11.0	15.0	13.0	7.0	15.0	15.0	15.0	16.0	8.0	11.0
A	ICCS0101	PER_VICT	T	NR	Czechia	114.0	94.0	103.0	86.0	105.0	90.0	81.0	88.0	65.0	66.0		97.0	77.0	47.0	87.0	83.0
A	ICCS0101	PER_VICT	T	NR	Germany	722.0	803.0	793.0	738.0	659.0	682.0	716.0	682.0	963.0	813.0	788.0	623.0	782.0	695.0	686.0	770.0
A	ICCS0101	PER_VICT	T	NR	Denmark			42.0	46.0	47.0	48.0	74.0	62.0	56.0	71.0	58.0	50.0	48.0	37.0	58.0	50.0
A	ICCS0101	PER_VICT	T	NR	Estonia	86.0	69.0	64.0	65.0	63.0	52.0	42.0	45.0	33.0	29.0	28.0	26.0	42.0	26.0	20.0	21.0
A	ICCS0101	PER_VICT	T	NR	Greece	144.0	152.0	176.0	184.0	166.0	153.0	107.0	93.0	84.0	86.0	99.0	78.0	78.0	78.0	117.0	86.0
A	ICCS0101	PER_VICT	T	NR	Spain	426.0	399.0	390.0	387.0	362.0	302.0	323.0	302.0	294.0	307.0	289.0	331.0	298.0	290.0	325.0	331.0
A	ICCS0101	PER_VICT	T	NR	Finland	133.0	120.0	119.0	110.0	88.0	89.0	88.0	82.0	74.0	67.0	86.0	81.0	97.0	71.0	69.0	55.0
A	ICCS0101	PER_VICT	T	NR	France	1021.0	819.0	796.0	856.0	784.0	777.0	792.0	1029.0	779.0	710.0	696.0	753.0	692.0	734.0	821.0	887.0
A	ICCS0101	PER_VICT	T	NR	Croatia	71.0	49.0	62.0	49.0	51.0	46.0	36.0	37.0	44.0	46.0	24.0	33.0	40.0	33.0	31.0	26.0
A	ICCS0101	PER_VICT	T	NR	Hungary	181.0	139.0	138.0	145.0	124.0	154.0	146.0	221.0	91.0	160.0	86.0	64.0	80.0	75.0	94.0	70.0
A	ICCS0101	PER_VICT	T	NR	Ireland								30.0	34.0	39.0	39.0	32.0	32.0	22.0	44.0	34.0
A	ICCS0101	PER_VICT	T	NR	Iceland	0.0	1.0	2.0	3.0	1.0	1.0	2.0	3.0	1.0	3.0	3.0	1.0	5.0	2.0	4.0	5.0
A	ICCS0101	PER_VICT	T	NR	Italy	615.0	590.0	529.0	552.0	530.0	506.0	487.0	471.0	404.0	376.0	360.0	317.0	285.0	303.0	322.0	338.0
A	ICCS0101	PER_VICT	T	NR	Liechtenstein	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0			1.0	1.0	2.0		
A	ICCS0101	PER_VICT	T	NR	Lithuania	298.0	252.0	219.0	211.0	202.0	198.0	159.0	172.0	153.0	100.0	92.0	94.0	101.0	72.0	67.0	75.0
A	ICCS0101	PER_VICT	T	NR	Luxembourg	8.0	5.0	10.0	4.0	0.0	2.0	4.0	5.0	5.0	2.0	3.0	4.0	3.0	4.0	10.0	
A	ICCS0101	PER_VICT	T	NR	Latvia					70.0	50.0	64.0	67.0	69.0	88.0	84.0	65.0	70.0	57.0	67.0	47.0
A	ICCS0101	PER_VICT	T	NR	Montenegro	24.0	21.0	15.0	21.0	17.0	10.0	20.0	17.0	28.0	15.0	14.0	23.0	18.0	15.0	16.0	5.0
A	ICCS0101	PER_VICT	T	NR	North Macedonia	35.0	35.0	43.0	30.0	29.0	22.0	35.0	25.0	19.0	31.0		23.0	11.0	14.0	18.0	28.0
A	ICCS0101	PER_VICT	T	NR	Malta	6.0	4.0	4.0	3.0	12.0	7.0	6.0	4.0	5.0	9.0	7.0	5.0	7.0	2.0	8.0	3.0
A	ICCS0101	PER_VICT	T	NR	Netherlands	150.0	154.0	144.0	143.0	145.0	125.0	123.0	104.0	94.0	132.0	100.0	125.0	121.0	126.0	143.0	125.0
A	ICCS0101	PER_VICT	T	NR	Norway	34.0	29.0	29.0	111.0	27.0	46.0	29.0	24.0	27.0	28.0	25.0	28.0	31.0	29.0	30.0	40.0
A	ICCS0101	PER_VICT	T	NR	Poland	409.0	422.0	384.0	387.0	326.0	305.0	287.0	298.0	260.0	287.0	273.0	253.0	266.0	273.0	270.0	311.0
A	ICCS0101	PER_VICT	T	NR	Portugal												73.0	81.0	82.0	75.0	
A	ICCS0101	PER_VICT	T	NR	Romania										255.0	250.0	244.0	281.0	244.0	247.0	212.0
A	ICCS0101	PER_VICT	T	NR	Serbia	140.0	154.0	130.0	135.0	111.0	142.0	120.0	104.0	123.0	94.0	105.0	88.0	84.0	77.0	74.0	89.0
A	ICCS0101	PER_VICT	T	NR	Sweden				81.0	68.0	87.0	87.0	112.0	106.0	113.0	108.0	111.0	124.0	113.0	116.0	121.0
A	ICCS0101	PER_VICT	T	NR	Slovenia	10.0	13.0	15.0	16.0	14.0	12.0	16.0	20.0	10.0	19.0	9.0	14.0	11.0	9.0	13.0	12.0
A	ICCS0101	PER_VICT	T	NR	Slovakia		76.0	82.0	88.0	62.0	71.0	72.0	48.0	60.0	80.0	67.0	76.0	63.0	55.0	42.0	62.0
A	ICCS0101	PER_VICT	T	NR	Turkey		3692.0	3064.0	3061.0	3216.0			2235.0	2704.0	2541.0	2161.0	2045.0	2144.0	2165.0	2282.0	2817.0
A	ICCS0101	PER_VICT	T	NR	England and Wales	638.0	595.0	632.0	526.0	544.0	521.0	510.0	546.0	675.0	704.0	671.0					
A	ICCS0101	PER_VICT	T	NR	Scotland	97.0	85.0	100.0	93.0	63.0	62.0	62.0	59.0	65.0	59.0	61.0					
A	ICCS0101	PER_VICT	T	NR	Northern Ireland	24.0	29.0	23.0	23.0	21.0	20.0	17.0	24.0	18.0	24.0	23.0					
A	ICCS0101	PER_VICT	T	NR	Kosovo	113.0	73.0	106.0	62.0	90.0	41.0	55.0	42.0	38.0	48.0	44.0	24.0	37.0	33.0		
A	ICCS0101	PER_VICT	T	P_HTHAB	Albania	2.93	2.67		5.01			4.04	2.84	3.44	2.36	2.37	2.27	2.14	2.33	1.72	1.41
A	ICCS0101	PER_VICT	T	P_HTHAB	Austria	1.49	1.88	0.73	0.92	0.95	0.73	0.53	0.51	0.62	0.8	0.97	0.87	0.73	0.73	0.88	0.88
A	ICCS0101	PER_VICT	T	P_HTHAB	Bosnia and Herzegovina	0.78	1.85	1.46	1.33	1.64											
A	ICCS0101	PER_VICT	T	P_HTHAB	Bulgaria	2.29	2.01	1.99	1.74	1.92	1.5	1.55	1.75	1.1	1.45	1.3	1.19	0.99	1.29	1.11	1.15
A	ICCS0101	PER_VICT	T	P_HTHAB	Switzerland		0.66	0.67	0.58	0.57	0.71	0.5	0.69	0.54	0.53	0.59	0.54	0.55	0.48	0.49	0.6
A	ICCS0101	PER_VICT	T	P_HTHAB	Cyprus	1.16	2.38	0.98	1.07	2.55	1.39	1.28	1.77	1.53	0.82	1.74	1.71	1.69	1.79	0.88	1.16
A	ICCS0101	PER_VICT	T	P_HTHAB	Czechia	1.1	0.9	0.98	0.82	1.0	0.86	0.77	0.84	0.62	0.62		0.91	0.72	0.45	0.83	0.77
A	ICCS0101	PER_VICT	T	P_HTHAB	Germany	0.88	0.98	0.97	0.92	0.82	0.85	0.89	0.84	1.17	0.99	0.95	0.75	0.94	0.84	0.82	0.93
A	ICCS0101	PER_VICT	T	P_HTHAB	Denmark			0.76	0.83	0.84	0.86	1.32	1.1	0.98	1.24	1.0	0.86	0.82	0.63	0.99	0.84
A	ICCS0101	PER_VICT	T	P_HTHAB	Estonia	6.43	5.17	4.8	4.89	4.75	3.94	3.19	3.42	2.51	2.2	2.12	1.96	3.16	1.95	1.5	1.54
A	ICCS0101	PER_VICT	T	P_HTHAB	Greece	1.29	1.37	1.58	1.65	1.5	1.39	0.98	0.86	0.78	0.8	0.92	0.73	0.73	0.73	1.12	0.83
A	ICCS0101	PER_VICT	T	P_HTHAB	Spain	0.93	0.86	0.84	0.83	0.77	0.65	0.69	0.65	0.63	0.66	0.62	0.71	0.63	0.61	0.69	0.69
A	ICCS0101	PER_VICT	T	P_HTHAB	European Union - Aggregate								1.03	0.95	0.95	0.9	0.85	0.85	0.82	0.9	0.91
A	ICCS0101	PER_VICT	T	P_HTHAB	Finland	2.51	2.25	2.22	2.05	1.63	1.64	1.61	1.5	1.35	1.22	1.56	1.47	1.76	1.28	1.24	0.99
A	ICCS0101	PER_VICT	T	P_HTHAB	France	1.6	1.27	1.23	1.32	1.2	1.18	1.2	1.55	1.17	1.06	1.04	1.12	1.03	1.08	1.21	1.3
A	ICCS0101	PER_VICT	T	P_HTHAB	Croatia	1.65	1.14	1.44	1.14	1.19	1.08	0.85	0.88	1.05	1.11	0.58	0.81	0.99	0.82	0.8	0.68
A	ICCS0101	PER_VICT	T	P_HTHAB	Hungary	1.8	1.39	1.38	1.45	1.25	1.55	1.48	2.24	0.93	1.63	0.88	0.65	0.83	0.78	0.98	0.73
A	ICCS0101	PER_VICT	T	P_HTHAB	Ireland								0.64	0.72	0.82	0.81	0.65	0.64	0.43	0.87	0.64
A	ICCS0101	PER_VICT	T	P_HTHAB	Iceland	0.0	0.31	0.63	0.94	0.31	0.31	0.61	0.91	0.3	0.89	0.86	0.28	1.37	0.54	1.06	1.29
A	ICCS0101	PER_VICT	T	P_HTHAB	Italy	1.05	1.0	0.89	0.93	0.89	0.85	0.8	0.77	0.67	0.62	0.6	0.53	0.48	0.51	0.55	0.57
A	ICCS0101	PER_VICT	T	P_HTHAB	Liechtenstein	2.83	0.0	2.79	0.0	0.0	0.0	2.69	0.0	0.0			2.61	2.58	5.12		
A	ICCS0101	PER_VICT	T	P_HTHAB	Lithuania	9.28	7.91	6.97	6.91	6.73	6.66	5.4	5.89	5.3	3.51	3.28	3.36	3.61	2.58	2.39	2.62
A	ICCS0101	PER_VICT	T	P_HTHAB	Luxembourg	1.65	1.01	1.99	0.78	0.0	0.37	0.73	0.89	0.87	0.34	0.5	0.65	0.48	0.63	1.55	
A	ICCS0101	PER_VICT	T	P_HTHAB	Latvia					3.42	2.47	3.2	3.37	3.5	4.51	4.34	3.39	3.67	3.01	3.57	2.5
A	ICCS0101	PER_VICT	T	P_HTHAB	Montenegro	3.9	3.4	2.42	3.39	2.74	1.61	3.22	2.73	4.5	2.41	2.25	3.7	2.89	2.42	2.59	0.81
A	ICCS0101	PER_VICT	T	P_HTHAB	North Macedonia	1.71	1.71	2.09	1.46	1.41	1.07	1.69	1.21	0.92	1.49		1.11	0.53	0.68	0.98	1.53
A	ICCS0101	PER_VICT	T	P_HTHAB	Malta	1.47	0.97	0.97	0.72	2.87	1.66	1.41	0.93	1.11	1.96	1.47	1.01	1.36	0.39	1.54	0.55
A	ICCS0101	PER_VICT	T	P_HTHAB	Netherlands	0.91	0.93	0.87	0.86	0.87	0.74	0.73	0.62	0.55	0.77	0.58	0.72	0.7	0.72	0.81	0.7
