freq	iccs	sex	unit	geo	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A	ICCS0101	T	NR	Northern Ireland		150.0	162.0	167.0	161.0	180.0	220.0	189.0	169.0	162.0	168.0					
A	ICCS0101	T	NR	Kosovo		284.0	458.0	412.0	425.0	438.0	370.0	418.0		388.0	362.0	355.0	343.0			
A	ICCS0101	T	P_HTHAB	Albania	35.9	38.9		39.76			37.16	13.41	11.26	14.91	14.32	13.76	14.48	14.31	14.82	14.3
A	ICCS0101	T	P_HTHAB	Austria	6.43	6.23	6.3	6.36	6.37	6.07	5.82	5.68	5.61	5.68	4.14	4.26	4.38	4.39	4.27	4.54
A	ICCS0101	T	P_HTHAB	Belgium	7.95	7.57	7.91	7.73	8.02											
A	ICCS0101	T	P_HTHAB	Bulgaria	14.34	14.06	13.19	13.28	13.39	12.84	12.38	11.23	11.34	11.95	11.8	12.11	12.0	10.77	11.79	12.47
A	ICCS0101	T	P_HTHAB	Switzerland	6.16	6.34	6.25	6.19	6.24	6.22	6.08	6.57	6.8	6.89	6.85	7.58	7.63	7.17	6.44	
A	ICCS0101	T	P_HTHAB	Cyprus		2.13	2.32	2.26	2.32	2.08									6.74	
A	ICCS0101	T	P_HTHAB	Czechia				11.89	10.57	11.01	11.03	8.33	11.29	10.8	10.46	9.75	9.53	9.23	9.85	8.7
A	ICCS0101	T	P_HTHAB	Germany						4.71	4.56	4.36	4.14	4.07	4.1	4.05	4.08	4.03	3.98	3.88
A	ICCS0101	T	P_HTHAB	Denmark	3.18	3.27	3.47	3.79	3.49	3.62	3.43	3.46	3.35	3.1	3.15	3.19	3.21	3.25	2.89	2.78
A	ICCS0101	T	P_HTHAB	Estonia	46.32	42.97	39.53	39.86	39.01	38.78	37.09	32.7	30.02	27.29	24.94	23.1	21.6	20.98	19.75	16.84
A	ICCS0101	T	P_HTHAB	Greece	6.83	5.48	6.03	6.51	7.69	7.42	7.99	7.42	7.92	8.05	7.86	8.04	7.76	6.63	7.5	6.19
A	ICCS0101	T	P_HTHAB	Spain	6.51	7.02	7.11	6.91	8.17	8.38	8.19	8.45	8.4	8.2	7.97	7.6	7.41	7.33	7.5	6.85
A	ICCS0101	T	P_HTHAB	Finland	10.87	11.1	11.19	11.24	11.15	11.44	11.02	11.04	9.66	9.23	8.69	8.59	8.52	8.75	8.36	5.48
A	ICCS0101	T	P_HTHAB	France	5.54	5.39	5.26	5.24	5.24	6.24	5.9	4.66	7.44	10.63	11.25	11.54	6.98	7.07	7.43	7.75
A	ICCS0101	T	P_HTHAB	Croatia	10.23	10.51	9.92		9.21	9.46	9.18	8.02			7.99	7.58	7.15	7.75	8.57	8.18
A	ICCS0101	T	P_HTHAB	Hungary						14.85	15.56	14.23		17.35	2.7	5.33	7.8	9.72	11.19	12.35
A	ICCS0101	T	P_HTHAB	Ireland						8.95	9.18									
A	ICCS0101	T	P_HTHAB	Iceland						5.9				2.07	2.01					
A	ICCS0101	T	P_HTHAB	Italy	9.47	9.89	10.17	10.23	10.38	16.13	15.46	15.05	14.94	15.19	15.27	15.41	14.8	14.91	14.9	14.92
A	ICCS0101	T	P_HTHAB	Liechtenstein						2.71	2.69	0.0	2.66							
A	ICCS0101	T	P_HTHAB	Lithuania	55.34	56.72	59.9	65.42	65.79	64.4	64.04	59.29	57.43	56.29	54.97	52.07	48.82	46.07	42.23	36.19
A	ICCS0101	T	P_HTHAB	Luxembourg				8.01	10.29	10.24	11.1	11.19	0.17	8.8						
A	ICCS0101	T	P_HTHAB	Latvia						35.63	34.82	32.48	31.9	31.33	30.86	28.33	16.2	27.2	28.42	26.66
A	ICCS0101	T	P_HTHAB	Montenegro	2.27	2.43	2.58	3.23	1.77	2.42	7.72	6.43	7.39	7.87	3.7	4.82	5.79	6.44	5.83	3.24
A	ICCS0101	T	P_HTHAB	Malta			3.14	2.65	1.92	7.59	7.52	7.22	8.52	9.99	10.72	5.47	5.64	9.3	9.79	9.96
A	ICCS0101	T	P_HTHAB	Norway	2.87	2.75	2.74	2.8	2.81	2.59	2.6	2.75	2.69	2.74	3.12	3.08	2.98	3.1	2.95	2.84
A	ICCS0101	T	P_HTHAB	Poland	13.02	12.93	12.83	12.89	12.37	12.34	12.51	12.38	11.53	11.52	11.56	11.61	11.47	11.47	11.54	11.86
A	ICCS0101	T	P_HTHAB	Portugal	3.22	3.23	3.22	3.17	3.15	3.15	3.06	3.03	2.89	2.8	2.74	2.42	2.32	2.49	2.31	2.01
A	ICCS0101	T	P_HTHAB	Romania	28.16	27.2	25.62	26.32	27.86	31.26	31.4	32.45	31.34	28.19	25.66	24.7	25.61	28.17	26.56	26.52
A	ICCS0101	T	P_HTHAB	Serbia						9.09	10.83	11.29	10.3	10.54	11.07	10.58	10.89	10.64	12.15	13.18
A	ICCS0101	T	P_HTHAB	Sweden	4.75	4.87	5.01	4.84	4.88	5.9	5.7	5.85	5.92	6.34	6.45	6.63	7.17	7.84	8.73	9.25
A	ICCS0101	T	P_HTHAB	Slovenia	5.52	5.31	4.98	4.93	5.21	5.54	5.63	5.53	3.63	4.16	3.87	4.95	4.82	4.27	4.6	5.24
A	ICCS0101	T	P_HTHAB	Slovakia		9.23	10.89	10.2	11.25	9.07	9.18	9.09	9.09	6.94	7.29	7.74	8.1	8.57	8.63	8.64
A	ICCS0101	T	P_HTHAB	Turkey		2.12	4.08	4.73	8.61	34.03	35.7	37.01	38.37		42.54	42.74	44.93	46.78	50.09	41.31
A	ICCS0101	T	P_HTHAB	England and Wales	8.39	9.12	8.65	9.01	9.24	9.29	9.22	9.25	9.47	9.35	9.27					
A	ICCS0101	T	P_HTHAB	Scotland	15.75	16.06	15.61	15.76	15.89	16.22	16.17									
A	ICCS0101	T	P_HTHAB	Northern Ireland		8.4	9.0	9.23	8.85	9.85	11.97	11.91	9.74							
A	ICCS0101	T	P_HTHAB	Kosovo		13.02	20.74	22.96							20.13	19.77	19.25			
A	ICCS03011	F	NR	Albania	2.0	13.0	12.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A	ICCS03011	F	NR	Austria	0.0	0.0	1.0	4.0	3.0	2.0	4.0	4.0	6.0	6.0	6.0	5.0	6.0	5.0	5.0	6.0
A	ICCS03011	F	NR	Bosnia and Herzegovina						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A	ICCS03011	F	NR	Belgium	8.0	9.0	3.0	7.0	6.0											
A	ICCS03011	F	NR	Bulgaria	0.0	0.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
A	ICCS03011	F	NR	Switzerland	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
A	ICCS03011	F	NR	Cyprus					0.0	0.0									0.0	
A	ICCS03011	F	NR	Czechia				3.0	4.0	7.0	7.0	7.0	4.0	3.0	2.0	2.0	3.0	6.0	8.0	8.0
A	ICCS03011	F	NR	Germany						10.0	10.0	10.0	7.0	3.0	7.0	12.0	12.0	14.0	14.0	15.0
A	ICCS03011	F	NR	Denmark		0.0	0.0	0.0	0.0	1.0	1.0	0.0			2.0	4.0	2.0	3.0	3.0	3.0
A	ICCS03011	F	NR	Estonia			0.0	0.0		1.0		0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0
A	ICCS03011	F	NR	Greece	1.0	4.0	2.0	0.0	1.0	1.0	5.0	2.0	6.0	5.0	11.0	4.0	2.0	1.0	4.0	3.0
A	ICCS03011	F	NR	Spain	10.0	12.0	13.0	6.0	13.0	10.0	12.0	18.0	51.0	42.0	28.0	53.0	59.0	57.0	59.0	62.0
A	ICCS03011	F	NR	Finland																1.0
A	ICCS03011	F	NR	France	115.0	114.0	102.0	140.0	127.0	98.0	93.0		44.0	73.0	79.0	82.0	89.0	91.0		103.0
A	ICCS03011	F	NR	Croatia	0.0	0.0	0.0		0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0
A	ICCS03011	F	NR	Hungary						5.0	2.0	3.0		14.0	6.0	8.0	19.0	24.0	25.0	28.0
A	ICCS03011	F	NR	Iceland						0.0				0.0	0.0					
A	ICCS03011	F	NR	Italy	54.0	54.0	47.0	46.0	42.0	40.0	39.0									
A	ICCS03011	F	NR	Liechtenstein									0.0							
A	ICCS03011	F	NR	Lithuania	2.0	1.0	3.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	3.0	0.0	1.0
A	ICCS03011	F	NR	Luxembourg				0.0	0.0	0.0	0.0	0.0	0.0	0.0						
A	ICCS03011	F	NR	Latvia						0.0	1.0	0.0	0.0	1.0	2.0	2.0	2.0	2.0	3.0	1.0
A	ICCS03011	F	NR	Montenegro	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A	ICCS03011	F	NR	Malta						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A	ICCS03011	F	NR	Norway	2.0	2.0	2.0	1.0	3.0	2.0	2.0	2.0	5.0	5.0	7.0	9.0	5.0	9.0	6.0	6.0
A	ICCS03011	F	NR	Poland									1.0	1.0	3.0	4.0	3.0	1.0	2.0	2.0
A	ICCS03011	F	NR	Portugal		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
A	ICCS03011	F	NR	Romania	4.0	4.0	3.0	2.0	7.0	10.0	18.0	16.0	21.0	13.0	15.0	16.0	21.0	26.0	29.0	32.0
A	ICCS03011	F	NR	Serbia						0.0	0.0	0.0	1.0	1.0	1.0	1.0	3.0	3.0	0.0	0.0
A	ICCS03011	F	NR	Sweden	1.0	2.0	2.0	2.0	2.0	3.0	2.0	3.0	2.0	0.0	1.0	3.0	1.0	3.0	6.0	8.0
A	ICCS03011	F	NR	Slovenia									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A	ICCS03011	F	NR	Slovakia							0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1.0
A	ICCS03011	F	NR	Turkey		16.0	14.0	15.0	33.0	94.0	129.0	134.0	137.0		132.0	151.0	137.0	145.0	144.0	101.0
A	ICCS03011	F	NR	England and Wales	10.0	9.0	9.0	9.0	12.0	15.0	17.0	20.0	21.0	19.0	18.0					
A	ICCS03011	F	NR	Scotland	1.0	1.0	1.0	1.0	1.0	1.0										
A	ICCS03011	F	NR	Northern Ireland		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0					
A	ICCS03011	F	NR	Kosovo						0.0	0.0	0.0			0.0	0.0	0.0			
A	ICCS03011	F	P_HTHAB	Albania	0.13	0.81		0.07			0.07	0.07	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A	ICCS03011	F	P_HTHAB	Austria	0.0	0.0	0.02	0.09	0.07	0.05	0.09	0.09	0.14	0.13	0.13	0.11	0.13	0.11	0.11	0.13
A	ICCS03011	F	P_HTHAB	Belgium	0.15	0.16	0.05	0.13	0.11											
A	ICCS03011	F	P_HTHAB	Bulgaria	0.0	0.0	0.03	0.08	0.03	0.03	0.03	0.03	0.03	0.0	0.0	0.0	0.0	0.0	0.03	0.03
A	ICCS03011	F	P_HTHAB	Switzerland	0.0	0.0	0.0	0.03	0.02	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	
A	ICCS03011	F	P_HTHAB	Cyprus					0.0	0.0									0.0	
A	ICCS03011	F	P_HTHAB	Czechia				0.06	0.07	0.13	0.13	0.13	0.07	0.06	0.04	0.04	0.06	0.11	0.15	0.14
A	ICCS03011	F	P_HTHAB	Germany						0.02	0.02	0.02	0.02	0.01	0.02	0.03	0.03	0.03	0.03	0.04
A	ICCS03011	F	P_HTHAB	Denmark		0.0	0.0	0.0	0.0	0.04	0.04	0.0			0.07	0.14	0.07	0.1	0.1	0.1
A	ICCS03011	F	P_HTHAB	Estonia			0.0	0.0		0.14		0.0	0.0	0.0	0.14	0.14	0.14	0.0	0.14	0.14
A	ICCS03011	F	P_HTHAB	Greece	0.02	0.07	0.04	0.0	0.02	0.02	0.08	0.04	0.11	0.09	0.2	0.07	0.04	0.02	0.07	0.06
A	ICCS03011	F	P_HTHAB	Spain	0.04	0.05	0.06	0.03	0.05	0.04	0.05	0.08	0.22	0.18	0.12	0.22	0.24	0.24	0.24	0.25
A	ICCS03011	F	P_HTHAB	Finland																0.04
A	ICCS03011	F	P_HTHAB	France	0.35	0.34	0.31	0.42	0.38	0.29	0.27		0.13	0.21	0.23	0.24	0.26	0.26		0.29
A	ICCS03011	F	P_HTHAB	Croatia	0.0	0.0	0.0		0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0
A	ICCS03011	F	P_HTHAB	Hungary						0.1	0.04	0.06		0.27	0.12	0.16	0.37	0.47	0.5	0.56
A	ICCS03011	F	P_HTHAB	Iceland						0.0				0.0	0.0					
A	ICCS03011	F	P_HTHAB	Italy	0.18	0.18	0.15	0.15	0.14	0.13	0.12									
A	ICCS03011	F	P_HTHAB	Liechtenstein									0.0							
A	ICCS03011	F	P_HTHAB	Lithuania	0.12	0.06	0.18	0.18	0.06	0.12	0.0	0.0	0.0	0.0	0.07	0.0	0.13	0.2	0.0	0.07
A	ICCS03011	F	P_HTHAB	Luxembourg				0.0	0.0	0.0	0.0	0.0	0.0	0.0						
A	ICCS03011	F	P_HTHAB	Latvia						0.0	0.09	0.0	0.0	0.09	0.19	0.19	0.19	0.2	0.3	0.1
A	ICCS03011	F	P_HTHAB	Montenegro	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A	ICCS03011	F	P_HTHAB	Malta						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A	ICCS03011	F	P_HTHAB	Norway	0.04	0.04	0.04	0.02	0.06	0.08	0.08	0.08	0.19	0.19	0.27	0.34	0.19	0.34	0.22	0.22
A	ICCS03011	F	P_HTHAB	Poland									0.01	0.01	0.02	0.02	0.02	0.01	0.01	0.01
A	ICCS03011	F	P_HTHAB	Portugal		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.04
A	ICCS03011	F	P_HTHAB	Romania	0.04	0.04	0.03	0.02	0.07	0.1	0.18	0.16	0.21	0.13	0.15	0.16	0.21	0.26	0.3	0.33
A	ICCS03011	F	P_HTHAB	Serbia						0.0	0.0	0.0	0.03	0.03	0.03	0.03	0.08	0.09	0.0	0.0
A	ICCS03011	F	P_HTHAB	Sweden	0.02	0.04	0.04	0.04	0.04	0.06	0.04	0.06	0.04	0.0	0.02	0.06	0.02	0.06	0.12	0.15
A	ICCS03011	F	P_HTHAB	Slovenia									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A	ICCS03011	F	P_HTHAB	Slovakia							0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.04
A	ICCS03011	F	P_HTHAB	Turkey		0.04	0.04	0.04	0.09	0.25	0.34	0.35	0.35		0.33	0.37	0.33	0.35	0.34	0.24
A	ICCS03011	F	P_HTHAB	England and Wales	0.04	0.03	0.03	0.03	0.04	0.05	0.06	0.07	0.07	0.06	0.06					
A	ICCS03011	F	P_HTHAB	Scotland	0.04	0.04	0.04	0.04	0.04	0.04										
A	ICCS03011	F	P_HTHAB	Northern Ireland		0.0	0.0	0.0	0.0	0.0	0.0	0.0								
A	ICCS03011	F	P_HTHAB	Kosovo											0.0	0.0	0.0			
A	ICCS03011	M	NR	Albania	107.0	95.0	60.0	73.0	74.0	71.0	79.0	77.0	98.0	90.0	108.0	74.0	65.0	64.0	82.0	78.0
A	ICCS03011	M	NR	Austria	245.0	259.0	374.0	398.0	402.0	424.0	424.0	399.0	482.0	499.0	483.0	498.0	464.0	488.0	516.0	533.0
A	ICCS03011	M	NR	Bosnia and Herzegovina						61.0	67.0	57.0	46.0	45.0	152.0	51.0	34.0	53.0	54.0	63.0
A	ICCS03011	M	NR	Belgium	782.0	767.0	736.0	776.0	827.0											
A	ICCS03011	M	NR	Bulgaria	477.0	411.0	376.0	314.0	297.0	280.0	281.0	245.0	245.0	228.0	216.0	204.0	179.0	158.0	177.0	160.0
A	ICCS03011	M	NR	Switzerland	161.0	147.0	179.0	158.0	158.0	171.0	177.0	175.0	207.0	209.0	213.0	236.0	240.0	221.0	195.0	
A	ICCS03011	M	NR	Cyprus					30.0	35.0									40.0	
A	ICCS03011	M	NR	Czechia				501.0	491.0	463.0	469.0	496.0	538.0	540.0	539.0	546.0	520.0	530.0	645.0	626.0
A	ICCS03011	M	NR	Germany						1320.0	1227.0	1250.0	1193.0	1646.0	1632.0	1478.0	1675.0	1681.0	1615.0	1563.0
A	ICCS03011	M	NR	Denmark	57.0	53.0	56.0	50.0	62.0	54.0	71.0	96.0	102.0	105.0	138.0	168.0	158.0	181.0	208.0	209.0
A	ICCS03011	M	NR	Estonia			124.0	92.0		88.0		90.0	86.0	91.0	98.0	101.0	95.0	88.0	82.0	76.0
A	ICCS03011	M	NR	Greece	201.0	212.0	218.0	207.0	176.0	178.0	196.0	137.0	165.0	302.0	270.0	344.0	337.0	289.0	297.0	305.0
A	ICCS03011	M	NR	Spain	2265.0	2437.0	2459.0	2353.0	2204.0	2158.0	2115.0	2230.0	3174.0	3236.0	3285.0	3328.0	3450.0	3699.0	3993.0	3983.0
A	ICCS03011	M	NR	Finland																78.0
A	ICCS03011	M	NR	France	7974.0	7725.0	7462.0	7551.0	7583.0	7568.0	7162.0		4379.0	6925.0	7180.0	7424.0	7540.0	8318.0		9857.0
A	ICCS03011	M	NR	Croatia	145.0	158.0	156.0		142.0	100.0	97.0	91.0			47.0	52.0	36.0	41.0	51.0	42.0
A	ICCS03011	M	NR	Hungary						385.0	294.0	266.0		610.0	285.0	575.0	861.0	1059.0	1032.0	1106.0
A	ICCS03011	M	NR	Iceland						12.0				11.0	6.0					
A	ICCS03011	M	NR	Italy	1613.0	1812.0	1905.0	1988.0	2010.0	1933.0	1883.0									
A	ICCS03011	M	NR	Liechtenstein									0.0							
A	ICCS03011	M	NR	Lithuania	399.0	419.0	422.0	467.0	499.0	469.0	457.0	314.0	310.0	353.0	326.0	270.0	245.0	235.0	188.0	177.0
A	ICCS03011	M	NR	Luxembourg				24.0	24.0	32.0	23.0	22.0	11.0	34.0						
A	ICCS03011	M	NR	Latvia						148.0	138.0	132.0	134.0	136.0	125.0	122.0	130.0	127.0	142.0	136.0
A	ICCS03011	M	NR	Montenegro	3.0	7.0	12.0	3.0	3.0	4.0	2.0	3.0	10.0	8.0	2.0	10.0	3.0	7.0	7.0	2.0
A	ICCS03011	M	NR	Malta						6.0	7.0	5.0	12.0	19.0	12.0	13.0	12.0	13.0	15.0	31.0
A	ICCS03011	M	NR	Norway	224.0	258.0	254.0	283.0	271.0	261.0	330.0	364.0	380.0	385.0	391.0	420.0	447.0	489.0	561.0	547.0
A	ICCS03011	M	NR	Poland									982.0	1094.0	1159.0	1204.0	1187.0	1175.0	1172.0	1252.0
A	ICCS03011	M	NR	Portugal	209.0	234.0	223.0	198.0	203.0	207.0	203.0	204.0	199.0	200.0	156.0	148.0	150.0	153.0	208.0	129.0
A	ICCS03011	M	NR	Romania	1510.0	1487.0	1543.0	1695.0	1737.0	1904.0	1857.0	1916.0	2016.0	1823.0	1832.0	1837.0	1987.0	2532.0	2697.0	2788.0
A	ICCS03011	M	NR	Serbia						211.0	229.0	185.0	193.0	195.0	176.0	162.0	235.0	223.0	225.0	222.0
A	ICCS03011	M	NR	Sweden	443.0	424.0	413.0	396.0	382.0	371.0	390.0	374.0	358.0	348.0	337.0	450.0	550.0	566.0	645.0	665.0
A	ICCS03011	M	NR	Slovenia									11.0	14.0	8.0	7.0	8.0	6.0	16.0	20.0
A	ICCS03011	M	NR	Slovakia							142.0	144.0	143.0	241.0	135.0	132.0	143.0	134.0		145.0
A	ICCS03011	M	NR	Turkey		546.0	895.0	813.0	2225.0	10436.0	12686.0	14426.0	15560.0		11870.0	11771.0	11590.0	11449.0	11739.0	9407.0
A	ICCS03011	M	NR	England and Wales	4224.0	4456.0	4533.0	4942.0	5233.0	5393.0	5707.0	6155.0	6575.0	6982.0	7141.0					
A	ICCS03011	M	NR	Scotland	176.0	172.0	168.0	161.0	154.0	160.0										
A	ICCS03011	M	NR	Northern Ireland		48.0	44.0	40.0	44.0	94.0	92.0	76.0	55.0	54.0	46.0					
A	ICCS03011	M	NR	Kosovo						4.0	23.0	31.0		21.0	37.0	29.0	37.0			
A	ICCS03011	M	P_HTHAB	Albania	6.74	6.0		5.13			5.41	5.27	6.71	6.19	7.51	5.18	4.58	4.54	5.91	5.71
A	ICCS03011	M	P_HTHAB	Austria	6.06	6.38	9.2	9.76	9.81	10.28	10.2	9.51	11.28	11.57	11.13	11.43	10.6	11.1	11.66	11.88
A	ICCS03011	M	P_HTHAB	Belgium	14.97	14.56	13.85	14.37	15.17											
A	ICCS03011	M	P_HTHAB	Bulgaria	13.03	11.3	10.4	8.75	8.33	7.9	7.97	7.0	7.05	6.61	6.31	6.01	5.31	4.72	5.35	5.16
A	ICCS03011	M	P_HTHAB	Switzerland	4.32	3.88	4.67	4.07	4.03	4.31	4.4	4.3	5.02	5.01	5.06	5.57	5.62	5.14	4.49	
A	ICCS03011	M	P_HTHAB	Cyprus					7.16	8.31									9.07	
A	ICCS03011	M	P_HTHAB	Czechia				9.73	9.52	8.97	9.08	9.58	10.37	10.38	10.33	10.41	9.86	10.05	12.44	11.79
A	ICCS03011	M	P_HTHAB	Germany						3.35	3.1	3.14	2.94	4.04	4.0	3.61	4.08	4.1	3.93	3.82
A	ICCS03011	M	P_HTHAB	Denmark	2.1	1.94	2.04	1.81	2.24	1.94	2.54	3.42	3.59	3.67	4.8	5.82	5.45	6.23	7.12	7.09
A	ICCS03011	M	P_HTHAB	Estonia			19.97	14.85		14.28		14.64	13.95	14.74	15.78	16.14	15.1	13.95	12.95	11.74
A	ICCS03011	M	P_HTHAB	Greece	3.69	3.89	3.99	3.8	3.24	3.32	3.68	2.6	3.16	5.78	5.18	6.6	6.46	5.56	5.81	5.99
A	ICCS03011	M	P_HTHAB	Spain	10.03	10.65	10.7	10.21	9.54	9.38	9.24	9.77	13.92	14.17	14.36	14.46	14.87	15.93	17.18	16.9
A	ICCS03011	M	P_HTHAB	Finland																2.83
A	ICCS03011	M	P_HTHAB	France	25.74	24.8	23.84	24.0	23.99	23.82	22.43		13.58	21.43	22.15	22.86	23.18	25.42		29.79
A	ICCS03011	M	P_HTHAB	Croatia	6.98	7.61	7.52		6.89	4.86	4.73	4.46			2.37	2.64	1.83	2.09	2.74	2.26
A	ICCS03011	M	P_HTHAB	Hungary						8.16	6.25	5.66		13.05	6.1	12.3	18.39	22.71	22.22	23.91
A	ICCS03011	M	P_HTHAB	Iceland						7.43				6.43	3.38					
A	ICCS03011	M	P_HTHAB	Italy	5.68	6.34	6.65	6.92	7.0	6.69	6.39									
A	ICCS03011	M	P_HTHAB	Liechtenstein									0.0							
A	ICCS03011	M	P_HTHAB	Lithuania	26.82	28.44	29.1	33.19	36.07	34.26	33.7	23.32	23.32	26.9	25.13	20.84	18.78	17.89	14.39	13.25
A	ICCS03011	M	P_HTHAB	Luxembourg				9.43	9.17	11.92	8.36	7.8	3.8	11.46						
A	ICCS03011	M	P_HTHAB	Latvia						15.97	15.05	14.49	14.82	15.18	14.05	13.79	14.76	14.51	16.34	15.59
A	ICCS03011	M	P_HTHAB	Montenegro	0.99	2.3	3.93	0.98	0.98	1.3	0.65	0.98	3.25	2.6	0.65	3.25	0.98	2.28	2.29	0.66
A	ICCS03011	M	P_HTHAB	Malta						2.86	3.3	2.33	5.52	8.2	4.99	5.16	4.52	4.87	5.55	10.88
A	ICCS03011	M	P_HTHAB	Norway	4.73	5.38	5.23	5.75	5.44	10.29	12.86	14.0	14.48	14.53	14.65	15.64	16.52	17.98	20.49	19.78
A	ICCS03011	M	P_HTHAB	Poland									5.34	5.95	6.31	6.55	6.46	6.42	6.44	7.04
A	ICCS03011	M	P_HTHAB	Portugal	4.12	4.62	4.4	3.92	4.04	4.14	4.09	4.14	4.06	4.1	3.2	3.05	3.09	3.15	4.22	2.57
A	ICCS03011	M	P_HTHAB	Romania	13.68	13.49	14.01	15.42	16.83	19.51	19.05	19.74	20.89	18.98	19.18	19.34	21.0	26.97	29.19	30.1
A	ICCS03011	M	P_HTHAB	Serbia						6.03	6.58	5.34	5.6	5.69	5.16	4.77	6.96	6.66	6.8	6.87
A	ICCS03011	M	P_HTHAB	Sweden	9.71	9.21	8.88	8.44	8.08	7.78	8.1	7.68	7.26	6.94	6.63	8.75	10.59	10.84	12.26	12.55
A	ICCS03011	M	P_HTHAB	Slovenia									1.07	1.37	0.78	0.67	0.76	0.57	1.51	1.88
A	ICCS03011	M	P_HTHAB	Slovakia							5.38	5.45	5.4	9.09	5.08	4.96	5.37	5.03		5.46
A	ICCS03011	M	P_HTHAB	Turkey		1.52	2.45	2.19	5.93	27.49	32.97	37.0	39.38		29.28	28.61	27.78	27.31	27.67	22.03
A	ICCS03011	M	P_HTHAB	England and Wales	15.77	16.49	16.64	17.97	18.86	19.3	20.26	21.64	22.91	24.14	24.51					
A	ICCS03011	M	P_HTHAB	Scotland	7.02	6.82	6.61	6.29	5.98	6.2										
A	ICCS03011	M	P_HTHAB	Northern Ireland		5.49	4.99	4.51	4.93	10.49	10.21	5.95								
A	ICCS03011	M	P_HTHAB	Kosovo											4.17	3.28	4.23			
A	ICCS03011	T	NR	Albania	109.0	108.0	72.0	74.0	75.0	72.0	80.0	78.0	99.0	90.0	108.0	74.0	65.0	64.0	82.0	78.0
A	ICCS03011	T	NR	Austria	245.0	259.0	375.0	402.0	405.0	426.0	428.0	403.0	488.0	505.0	489.0	503.0	470.0	493.0	521.0	539.0
A	ICCS03011	T	NR	Bosnia and Herzegovina						61.0	67.0	57.0	46.0	45.0	152.0	51.0	34.0	53.0	54.0	63.0
A	ICCS03011	T	NR	Belgium	790.0	776.0	739.0	783.0	833.0											
A	ICCS03011	T	NR	Bulgaria	477.0	411.0	377.0	317.0	298.0	281.0	282.0	246.0	246.0	228.0	216.0	204.0	179.0	158.0	178.0	161.0
A	ICCS03011	T	NR	Switzerland	161.0	147.0	179.0	159.0	159.0	171.0	177.0	175.0	207.0	209.0	214.0	236.0	240.0	221.0	195.0	
A	ICCS03011	T	NR	Cyprus					30.0	35.0									40.0	
A	ICCS03011	T	NR	Czechia				504.0	495.0	470.0	476.0	503.0	542.0	543.0	541.0	548.0	523.0	536.0	653.0	634.0
A	ICCS03011	T	NR	Germany						1330.0	1237.0	1260.0	1200.0	1649.0	1639.0	1490.0	1687.0	1695.0	1629.0	1578.0
A	ICCS03011	T	NR	Denmark	57.0	53.0	56.0	50.0	62.0	55.0	72.0	96.0	102.0	105.0	140.0	172.0	160.0	184.0	211.0	212.0
A	ICCS03011	T	NR	Estonia	94.0	101.0	124.0	92.0		89.0	92.0	90.0	86.0	91.0	99.0	102.0	96.0	88.0	83.0	77.0
A	ICCS03011	T	NR	Greece	202.0	216.0	220.0	207.0	177.0	179.0	201.0	139.0	171.0	307.0	281.0	348.0	339.0	290.0	301.0	308.0
A	ICCS03011	T	NR	Spain	2275.0	2449.0	2472.0	2359.0	2217.0	2168.0	2127.0	2248.0	3225.0	3278.0	3313.0	3381.0	3509.0	3756.0	4052.0	4045.0
A	ICCS03011	T	NR	Finland																79.0
