freq	leg_stat	citizen	unit	geo	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A	PER_CNV	TOTAL	P_HTHAB	France	1099.4	1093.78	1055.52	1020.98	1040.52	1017.65	874.29	864.42	703.17	698.97	815.02	818.06	679.17	782.83	740.73	758.46
A	PER_CNV	TOTAL	P_HTHAB	Croatia	582.7	611.51	589.26	564.19	495.18	402.66	363.85	307.01	328.75	299.07	296.38	326.16	293.29	310.92	326.98	299.23
A	PER_CNV	TOTAL	P_HTHAB	Hungary	840.75	866.33	892.15	852.32	758.07	709.73	772.65	727.89	729.22	701.55	681.92	655.32	555.76	569.2	576.53	579.97
A	PER_CNV	TOTAL	P_HTHAB	Ireland		69.58	72.71	69.61												
A	PER_CNV	TOTAL	P_HTHAB	Italy	443.93	427.24	429.77	448.14	437.62	413.8	373.36	363.35	326.67	321.38	357.1					
A	PER_CNV	TOTAL	P_HTHAB	Lithuania	398.06	409.88	445.32	448.7	553.69	657.15	691.63	591.29	536.88	634.08	704.15	628.59	574.78	536.9	533.11	515.07
A	PER_CNV	TOTAL	P_HTHAB	Luxembourg									1463.43	1616.14	1362.95	1235.07	1198.52	1265.42	922.53	995.14
A	PER_CNV	TOTAL	P_HTHAB	Latvia	500.91	494.81	453.95	443.17	437.3	426.22	460.31	481.25	454.3	474.95	443.92	421.83	371.81	361.76	263.95	228.68
A	PER_CNV	TOTAL	P_HTHAB	Montenegro			108.72	180.85	232.79	521.51	500.55	442.86	596.58	566.85	537.31	580.38	595.46	569.48	486.01	441.71
A	PER_CNV	TOTAL	P_HTHAB	North Macedonia	499.61	514.93	473.32	511.94	465.97	485.48	587.87			133.53		241.49	322.74	387.47	437.15	373.51
A	PER_CNV	TOTAL	P_HTHAB	Netherlands	701.3	696.65	592.16	560.54	525.27	549.42	528.12	541.08	481.76	480.46	457.17	444.55	341.48	355.37	355.55	375.57
A	PER_CNV	TOTAL	P_HTHAB	Norway	1403.85	1336.98	1378.76	1314.57	1272.16	1327.35	1250.18	1261.9	1196.44	1135.8	281.55	276.51	265.54	250.44	236.28	231.5
A	PER_CNV	TOTAL	P_HTHAB	Poland	1174.55	1154.36	1198.36	1172.46	1127.28	978.24	819.99	716.4	792.44	661.24	751.83	781.87	689.06			
A	PER_CNV	TOTAL	P_HTHAB	Portugal	832.54	740.94	735.58	735.96	751.37	678.64	506.95	573.14	550.6	504.08	453.68	440.92	340.66	410.72	439.94	402.06
A	PER_CNV	TOTAL	P_HTHAB	Romania	178.31	167.44	195.19	222.18	244.77	235.43	204.7	212.76	165.58	180.19	164.87	173.49	162.88	183.93	172.81	164.99
A	PER_CNV	TOTAL	P_HTHAB	Serbia	602.36	583.26	319.17	456.41	465.92	485.82	523.45	493.58	488.34	474.3	447.02	427.76	385.84	420.44	403.3	427.23
A	PER_CNV	TOTAL	P_HTHAB	Sweden	756.34	774.77	797.69	782.53	749.88	673.84	628.96	608.82	575.16	574.0	598.45	612.97	668.07	718.56	733.2	760.42
A	PER_CNV	TOTAL	P_HTHAB	Slovenia	459.04	415.92	411.49	388.5	429.34	571.1	472.03	399.49	339.41	315.65	305.97	300.64	238.9	283.27	264.19	248.37
A	PER_CNV	TOTAL	P_HTHAB	Slovakia	533.49	575.08	578.42	558.37	649.05	666.79	620.57	547.67	501.41	484.42	539.86	521.63	465.24	433.02	464.68	441.41
A	PER_CNV	TOTAL	P_HTHAB	Turkey		1801.43	1671.99	1678.51	2027.22	661.94	642.86	670.84	583.17	558.09	687.25	722.4	592.05	827.95	805.83	800.01
A	PER_CNV	TOTAL	P_HTHAB	England and Wales	2481.26	2543.38	2451.5	2335.87	2173.09	2066.57	2118.27	2151.98	2118.28							
A	PER_CNV	TOTAL	P_HTHAB	Scotland	1164.66	1081.63	1043.85	1008.39	906.57	858.23				1527.61						
A	PER_CNV	TOTAL	P_HTHAB	Northern Ireland	2203.95	2213.6	2202.76	2240.24	2139.38	1931.18	1449.74	1320.48	1236.16	1265.91	1328.44					
A	PER_CNV	TOTAL	P_HTHAB	Kosovo	615.57	615.17	449.48	1023.7					1047.3	1094.4	1136.17	1002.47				
A	PER_PRSC	FOR	NR	Albania						152.0	125.0	162.0	140.0	164.0	241.0					
A	PER_PRSC	FOR	NR	Austria								100954.0								
A	PER_PRSC	FOR	NR	Bosnia and Herzegovina	15.0	20.0	52.0	76.0	53.0	36.0	20.0									
A	PER_PRSC	FOR	NR	Belgium	116565.0	127744.0	136707.0	144324.0	133973.0	133694.0	132371.0	160137.0	159976.0	156271.0	158898.0	161605.0	162394.0	149751.0	131511.0	136806.0
A	PER_PRSC	FOR	NR	Czechia	6865.0	6965.0	6068.0	6113.0	6310.0	6364.0	6290.0	6108.0	6482.0	6517.0	6633.0	6814.0	5706.0	5847.0	7048.0	8105.0
A	PER_PRSC	FOR	NR	Denmark	7364.0	8245.0	8419.0	9967.0	13147.0	12523.0	12511.0	15180.0	14521.0	14747.0	17332.0	17953.0	17349.0	16906.0	18193.0	18646.0
A	PER_PRSC	FOR	NR	Greece														2355.0	1885.0	3009.0
A	PER_PRSC	FOR	NR	Finland	19970.0	18739.0	21937.0	22977.0	21852.0	20833.0	20132.0	21714.0	19471.0	11114.0	11037.0	11101.0	9597.0	9033.0	9404.0	10061.0
A	PER_PRSC	FOR	NR	France				92613.0	104707.0	104534.0	105017.0	561588.0	106255.0	100958.0	117877.0	120229.0	105956.0	120902.0	131105.0	127721.0
A	PER_PRSC	FOR	NR	Croatia							27.0	28.0	38.0	13.0	11.0	21.0	19.0	16.0	6.0	9.0
A	PER_PRSC	FOR	NR	Hungary	3184.0	3057.0	3203.0	3015.0	2693.0	2554.0	2754.0	3702.0	5112.0	2755.0		3238.0	6998.0	4249.0	5747.0	7001.0
A	PER_PRSC	FOR	NR	Iceland				193.0	288.0	326.0	302.0	329.0	350.0	502.0	525.0	720.0	665.0	511.0	521.0	550.0
A	PER_PRSC	FOR	NR	Italy	148065.0	342558.6378	334603.9745861	341071.98	328516.6916	345002.0	365291.882717456	371027.837160504	358893.0	341638.0	448529.0					
A	PER_PRSC	FOR	NR	Liechtenstein								628.0	619.0	722.0	625.0		858.0	787.0	1061.0	968.0
A	PER_PRSC	FOR	NR	Lithuania	186.0	203.0	228.0	211.0	335.0	512.0	543.0	479.0	496.0	556.0	554.0	563.0	475.0	542.0	886.0	874.0
A	PER_PRSC	FOR	NR	Luxembourg								12071.0	10323.0	12961.0	7009.0	7281.0	6068.0	6294.0	6540.0	6820.0
A	PER_PRSC	FOR	NR	Latvia					249.0	314.0	331.0	471.0	545.0	410.0	394.0	339.0	357.0	359.0	419.0	513.0
A	PER_PRSC	FOR	NR	Montenegro	978.0	796.0	712.0	724.0	684.0	572.0										
A	PER_PRSC	FOR	NR	North Macedonia												239.0	150.0	135.0	182.0	255.0
A	PER_PRSC	FOR	NR	Malta								844.0								
A	PER_PRSC	FOR	NR	Norway	11338.0	11903.0	12739.0	13310.0	13987.0	15367.0	15309.0	14657.0	14734.0	13776.0	12850.0	12407.0	11135.0	9961.0	9863.0	9739.0
A	PER_PRSC	FOR	NR	Portugal	15302.0	14590.0	14759.0	14387.0	14487.0	12905.0	9041.0	10239.0	9750.0	9157.0	8149.0	7981.0	6601.0	8740.0	9661.0	9655.0
A	PER_PRSC	FOR	NR	Romania	1098.0	835.0	856.0	810.0	710.0	581.0	991.0	1222.0	894.0	760.0	673.0	614.0	609.0	558.0	595.0	680.0
A	PER_PRSC	FOR	NR	Slovenia							400.0	433.0	412.0	362.0	329.0	583.0	347.0	856.0	862.0	860.0
A	PER_PRSC	FOR	NR	Slovakia			1059.0	1111.0	1235.0	1258.0	3207.0	917.0	681.0	1308.0	1369.0	1267.0	1144.0	1075.0	1291.0	1500.0
A	PER_PRSC	FOR	NR	Turkey		31182.0	30614.0	27886.0	26695.0	31709.0	46816.0	57475.0	52575.0	68394.0	94448.0	135323.0	114003.0	147230.0	197949.0	237804.0
A	PER_PRSC	FOR	P_HTHAB	Albania							4.31	5.6	4.87	5.7	8.4					
A	PER_PRSC	FOR	P_HTHAB	Austria								1177.13								
A	PER_PRSC	FOR	P_HTHAB	Bosnia and Herzegovina	0.39	0.52	1.35	1.98	1.38											
A	PER_PRSC	FOR	P_HTHAB	Belgium	1092.78	1187.98	1261.15	1311.96	1207.52	1197.8	1183.91	1425.05	1414.33	1376.63	1394.01	1410.72	1409.37	1296.01	1132.0	1165.02
A	PER_PRSC	FOR	P_HTHAB	Czechia	66.37	66.81	58.0	58.29	60.06	60.52	59.83	57.96	61.42	61.6	62.52	63.98	53.36	55.71	67.02	74.86
A	PER_PRSC	FOR	P_HTHAB	Denmark	134.48	149.59	152.11	179.24	235.58	223.52	222.33	268.21	254.43	256.52	299.8	309.21	297.95	289.48	309.75	314.29
A	PER_PRSC	FOR	P_HTHAB	Greece														22.05	18.02	28.89
A	PER_PRSC	FOR	P_HTHAB	Finland	376.76	351.82	409.93	427.46	404.57	383.9	369.31	396.84	354.84	201.95	200.19	201.18	173.69	163.23	169.5	180.82
A	PER_PRSC	FOR	P_HTHAB	France				142.53	160.4	159.35	158.72	845.02	159.45	151.11	175.87	178.97	157.03	178.51	192.54	187.06
A	PER_PRSC	FOR	P_HTHAB	Croatia							0.64	0.66	0.91	0.31	0.27	0.52	0.47	0.4	0.16	0.23
A	PER_PRSC	FOR	P_HTHAB	Hungary	31.7	30.48	31.98	30.19	27.11	25.78	27.88	37.56	52.0	28.12		33.13	72.22	44.02	59.8	72.93
A	PER_PRSC	FOR	P_HTHAB	Iceland				60.61	90.12	101.29	92.73	99.97	105.25	148.37	150.67	201.69	182.63	138.56	138.47	141.84
A	PER_PRSC	FOR	P_HTHAB	Italy	252.44	580.6	565.3	574.54	553.11	578.04	600.98	610.29	591.59	563.86	741.57					
A	PER_PRSC	FOR	P_HTHAB	Liechtenstein								1680.67	1645.31	1909.55	1639.82		2214.36	2015.11	2699.2	2439.7
A	PER_PRSC	FOR	P_HTHAB	Lithuania	5.79	6.38	7.26	6.91	11.15	17.23	18.45	16.4	17.17	19.52	19.72	20.15	16.9	19.28	31.58	30.59
A	PER_PRSC	FOR	P_HTHAB	Luxembourg								2144.21	1791.41	2194.3	1164.28	1186.04	969.16	991.6	1013.33	1032.07
A	PER_PRSC	FOR	P_HTHAB	Latvia					12.18	15.52	16.54	23.71	27.68	21.02	20.37	17.66	18.71	18.96	22.34	27.24
A	PER_PRSC	FOR	P_HTHAB	Montenegro	158.88	128.98	115.02	116.8	110.27	92.13										
A	PER_PRSC	FOR	P_HTHAB	North Macedonia												11.51	7.22	6.53	9.91	13.93
A	PER_PRSC	FOR	P_HTHAB	Malta								196.58								
A	PER_PRSC	FOR	P_HTHAB	Norway	239.34	248.02	262.22	270.51	280.53	304.22	299.71	283.69	282.76	261.98	242.65	232.85	207.45	184.76	181.8	177.43
A	PER_PRSC	FOR	P_HTHAB	Portugal	145.0	138.12	139.59	136.08	137.42	123.05	86.71	98.69	94.28	88.82	79.19	77.66	63.62	84.08	92.71	91.81
A	PER_PRSC	FOR	P_HTHAB	Romania	5.32	4.09	3.99	3.78	3.53	2.9	4.97	6.15	4.52	3.87	3.45	3.16	3.15	2.91	3.12	3.57
A	PER_PRSC	FOR	P_HTHAB	Slovenia							19.41	20.99	19.96	17.52	15.92	28.02	16.56	40.59	40.91	40.62
A	PER_PRSC	FOR	P_HTHAB	Slovakia			19.65	20.6	22.85	23.25	59.21	16.91	12.55	24.06	25.15	23.25	20.96	19.69	23.75	27.63
A	PER_PRSC	FOR	P_HTHAB	Turkey		43.6	42.19	37.83	35.72	41.93	61.06	73.97	66.77	85.69	116.88	165.02	137.1	176.08	233.76	278.85
A	PER_PRSC	NAT	NR	Albania						12043.0	19322.0	19721.0			16008.0					
A	PER_PRSC	NAT	NR	Austria								169335.0								
A	PER_PRSC	NAT	NR	Bosnia and Herzegovina	20935.0	19253.0	19353.0	21178.0	21538.0	20230.0	20287.0									
A	PER_PRSC	NAT	NR	Belgium	456573.0	467799.0	465287.0	459335.0	419445.0	410810.0	411825.0	401708.0	387156.0	383543.0	388273.0	416852.0	489535.0	466154.0	429120.0	430599.0
A	PER_PRSC	NAT	NR	Czechia	103545.0	106250.0	95065.0	96654.0	96869.0	99314.0	97118.0	85364.0	78364.0	70703.0	70090.0	70507.0	62164.0	58534.0	61381.0	62336.0
A	PER_PRSC	NAT	NR	Denmark	51157.0	53708.0	52952.0	63328.0	82892.0	69614.0	65521.0	81069.0	75059.0	71917.0	82027.0	81311.0	80343.0	71217.0	77877.0	75439.0
A	PER_PRSC	NAT	NR	Greece														5876.0	4952.0	7612.0
A	PER_PRSC	NAT	NR	Finland	221978.0	191717.0	188099.0	184087.0	173420.0	165862.0	156616.0	162220.0	139336.0	74406.0	75102.0	74914.0	73803.0	75141.0	71521.0	72429.0
A	PER_PRSC	NAT	NR	France				574617.0	570995.0	565673.0	562365.0	104460.0	579065.0	573438.0	580986.0	575578.0	499057.0	532115.0	529375.0	540315.0
A	PER_PRSC	NAT	NR	Croatia							1923.0	1713.0	1494.0	1561.0	1185.0	1192.0	1060.0	984.0	1049.0	1087.0
A	PER_PRSC	NAT	NR	Hungary	89522.0	89583.0	96879.0	85017.0	74072.0	76478.0	76955.0	71592.0	68801.0	65518.0		105231.0	104609.0	114878.0	110830.0	118067.0
A	PER_PRSC	NAT	NR	Iceland				1764.0	2323.0	2511.0	2187.0	2066.0	1983.0	1784.0	1907.0	2064.0	1978.0	1653.0	1491.0	1114.0
A	PER_PRSC	NAT	NR	Italy	415883.0	1235390.362	1226933.025413	1201982.0	1216992.308	1233133.0	1283173.11728254	1239103.1628395	1187719.0	1082761.0	1413069.0					
A	PER_PRSC	NAT	NR	Liechtenstein								380.0	345.0	366.0	426.0		426.0	428.0	332.0	166.0
A	PER_PRSC	NAT	NR	Lithuania	16381.0	17407.0	18047.0	18225.0	19948.0	22433.0	22199.0	19182.0	17116.0	24343.0	20574.0	18456.0	17548.0	15736.0	15257.0	14930.0
A	PER_PRSC	NAT	NR	Luxembourg								6808.0	5909.0	4758.0	3434.0	3661.0	3400.0	3492.0	3676.0	3967.0
A	PER_PRSC	NAT	NR	Latvia					8262.0	9133.0	8833.0	9589.0	10068.0	9375.0	8981.0	9069.0	8876.0	8452.0	8129.0	8329.0
A	PER_PRSC	NAT	NR	Montenegro	7443.0	7193.0	6603.0	6120.0	5901.0	6014.0										
A	PER_PRSC	NAT	NR	North Macedonia												12541.0	14164.0	12687.0	12720.0	11752.0
A	PER_PRSC	NAT	NR	Malta								1853.0								
A	PER_PRSC	NAT	NR	Norway	58594.0	54975.0	55390.0	53348.0	51621.0	51294.0	49639.0	49588.0	49733.0	43981.0	42547.0	40756.0	38798.0	36771.0	35179.0	33431.0
A	PER_PRSC	NAT	NR	Portugal	125716.0	110578.0	109346.0	106132.0	106184.0	97769.0	71478.0	80238.0	76459.0	69001.0	61639.0	59480.0	44963.0	54929.0	58042.0	52476.0
A	PER_PRSC	NAT	NR	Romania	43975.0	48908.0	56093.0	60170.0	59029.0	65130.0	49351.0	57687.0	62828.0	59079.0	58064.0	61458.0	59256.0	62359.0	61688.0	58940.0
A	PER_PRSC	NAT	NR	Slovenia							11899.0	11660.0	10976.0	10703.0	8527.0	8303.0	8518.0	7263.0	6781.0	7146.0
A	PER_PRSC	NAT	NR	Slovakia			52498.0	50899.0	52865.0	52641.0	3201.0	1726.0	2085.0	38370.0	34379.0	32835.0	30722.0	28287.0	28622.0	27559.0
A	PER_PRSC	NAT	NR	Turkey		3030454.0	3185726.0	3207106.0	3380313.0	2514641.0	2535663.0	2547620.0	2330417.0	2575049.0	2976944.0	3564064.0	3078998.0	3544625.0	3797637.0	3765433.0
A	PER_PRSC	NAT	P_HTHAB	Albania							667.2	681.84			557.71					
A	PER_PRSC	NAT	P_HTHAB	Austria								1974.46								
A	PER_PRSC	NAT	P_HTHAB	Bosnia and Herzegovina	544.64	500.86	503.45	551.05	560.99											
A	PER_PRSC	NAT	P_HTHAB	Belgium	4280.29	4350.37	4292.35	4175.53	3780.54	3680.55	3683.31	3574.78	3422.79	3378.72	3406.33	3638.87	4248.54	4034.3	3693.7	3666.92
A	PER_PRSC	NAT	P_HTHAB	Czechia	1001.07	1019.11	908.66	921.68	922.08	944.4	923.84	810.04	742.52	668.34	660.6	662.05	581.3	557.74	583.65	575.72
A	PER_PRSC	NAT	P_HTHAB	Denmark	934.23	974.48	956.72	1138.86	1485.38	1242.52	1164.36	1432.39	1315.15	1251.0	1418.86	1400.45	1379.81	1219.46	1325.92	1271.59
A	PER_PRSC	NAT	P_HTHAB	Greece														55.03	47.34	73.09
A	PER_PRSC	NAT	P_HTHAB	Finland	4187.88	3599.43	3514.93	3424.7	3210.73	3056.42	2873.02	2964.68	2539.24	1352.03	1362.24	1357.65	1335.73	1357.86	1289.08	1301.75
A	PER_PRSC	NAT	P_HTHAB	France				884.32	874.73	862.3	849.93	157.18	868.97	858.31	866.8	856.8	739.63	785.66	777.44	791.35
A	PER_PRSC	NAT	P_HTHAB	Croatia							45.28	40.54	35.65	37.58	28.86	29.24	26.12	24.38	27.16	28.23
A	PER_PRSC	NAT	P_HTHAB	Hungary	891.17	893.06	967.4	851.39	745.8	771.82	779.1	726.41	699.87	668.72		1076.78	1079.63	1190.27	1153.23	1229.9
A	PER_PRSC	NAT	P_HTHAB	Iceland				553.93	726.9	780.16	671.54	627.77	596.34	527.27	547.28	578.17	543.21	448.22	396.28	287.29
A	PER_PRSC	NAT	P_HTHAB	Italy	709.06	2093.86	2072.87	2024.74	2049.01	2066.06	2111.08	2038.15	1957.81	1787.05	2336.27					
A	PER_PRSC	NAT	P_HTHAB	Liechtenstein								1016.97	917.02	968.0	1117.7		1099.44	1095.89	844.61	418.38
A	PER_PRSC	NAT	P_HTHAB	Lithuania	509.9	546.73	574.38	597.03	664.13	754.84	754.18	656.63	592.54	854.77	732.46	660.51	624.49	559.85	543.73	522.53
A	PER_PRSC	NAT	P_HTHAB	Luxembourg								1209.33	1025.42	805.53	570.43	596.36	543.04	550.16	569.57	600.32
A	PER_PRSC	NAT	P_HTHAB	Latvia					404.05	451.27	441.33	482.81	511.34	480.74	464.28	472.35	465.28	446.43	433.37	442.32
A	PER_PRSC	NAT	P_HTHAB	Montenegro	1209.18	1165.51	1066.72	987.34	951.3	968.6										
A	PER_PRSC	NAT	P_HTHAB	North Macedonia												603.77	682.19	613.25	692.39	642.2
A	PER_PRSC	NAT	P_HTHAB	Malta								431.59								
A	PER_PRSC	NAT	P_HTHAB	Norway	1236.9	1145.49	1140.13	1084.24	1035.35	1015.47	971.8	959.8	954.44	836.41	803.44	764.91	722.82	682.03	648.43	609.06
A	PER_PRSC	NAT	P_HTHAB	Portugal	1191.24	1046.84	1034.15	1003.83	1007.21	932.26	685.49	773.39	739.35	669.29	598.96	578.79	433.36	528.45	556.97	498.98
A	PER_PRSC	NAT	P_HTHAB	Romania	213.1	239.27	261.36	280.99	293.74	325.32	247.41	290.31	317.95	300.75	297.25	316.56	306.57	324.76	323.95	309.32
A	PER_PRSC	NAT	P_HTHAB	Slovenia							577.32	565.23	531.73	518.08	412.55	399.01	406.42	344.38	321.8	337.56
A	PER_PRSC	NAT	P_HTHAB	Slovakia			973.91	943.89	978.2	972.88	59.1	31.84	38.42	705.94	631.6	602.43	562.89	518.1	526.65	507.65
A	PER_PRSC	NAT	P_HTHAB	Turkey		4237.38	4390.39	4350.21	4523.72	3325.04	3307.33	3278.96	2959.6	3226.28	3683.86	4346.21	3702.72	4239.25	4484.68	4415.4
A	PER_PRSC	TOTAL	NR	Albania	11882.0	11389.0	10857.0	10882.0	11484.0	12043.0	19322.0	19721.0	17446.0	16356.0	16249.0	14723.0	13409.0	16196.0	16246.0	13963.0
A	PER_PRSC	TOTAL	NR	Austria	303762.0	285550.0	278848.0	283954.0	286507.0	286949.0	303654.0	303037.0	310090.0	313381.0	300664.0	332622.0	305834.0	301567.0	336157.0	364380.0
A	PER_PRSC	TOTAL	NR	Bosnia and Herzegovina	20950.0	19273.0	20010.0	22448.0	22677.0	20363.0	21064.0	20026.0	17223.0	15922.0	15038.0	13890.0	11452.0	13365.0	12532.0	12532.0
A	PER_PRSC	TOTAL	NR	Belgium	613091.0	635294.0	638423.0	637694.0	591321.0	581896.0	582356.0	557098.0	541718.0	537912.0	546725.0	584716.0	677467.0	633613.0	562478.0	567321.0
A	PER_PRSC	TOTAL	NR	Bulgaria	52149.0	52883.0	55210.0	57063.0	49484.0	47243.0	43077.0	38861.0	38469.0	37087.0	33318.0	31993.0	30861.0	31764.0	30915.0	30360.0
A	PER_PRSC	TOTAL	NR	Switzerland							108877.0	108456.0	107674.0	102579.0						
A	PER_PRSC	TOTAL	NR	Cyprus	103829.0	102179.0	117854.0	138744.0	129126.0	104344.0	125843.0	96039.0	82891.0	70960.0	60282.0	71190.0	53630.0	58704.0	64276.0	
A	PER_PRSC	TOTAL	NR	Czechia	110410.0	113215.0	101133.0	102767.0	103179.0	105678.0	103408.0	91472.0	84846.0	77220.0	76723.0	77321.0	67780.0	64381.0	68429.0	70441.0
A	PER_PRSC	TOTAL	NR	Germany	1087842.0	1056809.0	1018006.0	1003458.0	960225.0	935788.0	748782.0	739487.0	737873.0	716044.0						
A	PER_PRSC	TOTAL	NR	Denmark	58514.0	61948.0	61247.0	73097.0	96034.0	82145.0	78027.0	96239.0	89569.0	86656.0	99350.0	99262.0	97679.0	88113.0	96060.0	94074.0
A	PER_PRSC	TOTAL	NR	Estonia	13804.0	11920.0	11010.0	11213.0	10467.0	9542.0	8629.0	8047.0	8524.0	7241.0	6226.0	6053.0	5008.0	4636.0	3795.0	3278.0
A	PER_PRSC	TOTAL	NR	Greece														8566.0	7196.0	11320.0
A	PER_PRSC	TOTAL	NR	Spain							233875.0	236843.0	284454.0	298979.0						
A	PER_PRSC	TOTAL	NR	Finland	241948.0	210456.0	210036.0	207064.0	195272.0	186695.0	176748.0	185292.0	159319.0	85679.0	86331.0	86284.0	83632.0	84363.0	81094.0	82674.0
A	PER_PRSC	TOTAL	NR	France				689029.0	675702.0	669663.0	667382.0	666048.0	676408.0	674848.0	698863.0	695807.0	605013.0	653017.0	660480.0	668036.0
A	PER_PRSC	TOTAL	NR	Croatia	74640.0			70250.0	66068.0	58477.0	53088.0	59427.0	61726.0	59756.0	55266.0	53883.0	49351.0	48872.0	47100.0	46740.0
A	PER_PRSC	TOTAL	NR	Hungary	92706.0	92640.0	100082.0	88032.0	76765.0	79032.0	79835.0	75306.0	73915.0	68280.0		108483.0	111677.0	119159.0	116642.0	125111.0
A	PER_PRSC	TOTAL	NR	Ireland		90193.0	84139.0	76881.0	65161.0											
A	PER_PRSC	TOTAL	NR	Iceland	3224.0			1957.0	2611.0	2837.0	2489.0	2395.0	2333.0	2286.0	2419.0	2784.0	2643.0	2164.0	2012.0	1664.0
A	PER_PRSC	TOTAL	NR	Italy	563948.0	1577949.0	1561537.0	1543054.0	1567225.0	1578135.0	1648465.0	1610131.0	1546612.0	1424399.0	1861598.0					
A	PER_PRSC	TOTAL	NR	Liechtenstein	2089.0	2967.0	2864.0	1066.0	1086.0		1078.0	1008.0	964.0	1087.0	1051.0		1284.0	1215.0	1393.0	1134.0
A	PER_PRSC	TOTAL	NR	Lithuania	16630.0	17610.0	18275.0	18436.0	20283.0	22945.0	22742.0	19661.0	17612.0	24899.0	21128.0	19019.0	18023.0	16278.0	16143.0	15804.0
A	PER_PRSC	TOTAL	NR	Luxembourg									16232.0	14172.0	10443.0	10942.0	9468.0	9786.0	9746.0	10320.0
A	PER_PRSC	TOTAL	NR	Latvia	12685.0	12328.0	10937.0	12890.0	13563.0	12397.0	9164.0	10060.0	10613.0	9785.0	9375.0	9408.0	9233.0	8811.0	8548.0	8842.0
A	PER_PRSC	TOTAL	NR	Montenegro	8677.0	7126.0	5588.0	5684.0	5554.0	7745.0	7393.0	6953.0	7334.0	7837.0	8642.0	8658.0	10134.0	10039.0	9161.0	9227.0
A	PER_PRSC	TOTAL	NR	North Macedonia	26409.0	30404.0	30004.0	31284.0	31860.0	34436.0	37164.0			21460.0		12780.0	14314.0	12822.0	12902.0	12007.0
A	PER_PRSC	TOTAL	NR	Malta		1844.0		1577.0	1571.0	2903.0	2858.0	2697.0	1720.0	2311.0						
A	PER_PRSC	TOTAL	NR	Netherlands	252197.0	226509.0	208420.0	227953.0	222851.0	206328.0	208288.0	187950.0	186386.0	170789.0	166355.0	184416.0	168656.0	160641.0	179383.0	175654.0
A	PER_PRSC	TOTAL	NR	Norway	69958.0	66920.0	68185.0	66699.0	65654.0	66696.0	64977.0	64274.0	64500.0	57781.0	55414.0	53183.0	49948.0	46737.0	45053.0	43183.0
A	PER_PRSC	TOTAL	NR	Poland	555091.0	557119.0	549815.0	560949.0	533408.0	505927.0	361825.0	323612.0	389212.0	269512.0	269002.0	286620.0	260763.0	302338.0	241927.0	232739.0
A	PER_PRSC	TOTAL	NR	Portugal	141109.0	125260.0	124186.0	120604.0	120719.0	110682.0	80519.0	90477.0	86209.0	78158.0	69788.0	67461.0	51564.0	63669.0	67703.0	62131.0
A	PER_PRSC	TOTAL	NR	Romania	45073.0	49743.0	56949.0	60980.0	59739.0	65711.0	50342.0	58909.0	145851.0	132313.0	133354.0	133339.0	120231.0	125410.0	124858.0	123071.0
A	PER_PRSC	TOTAL	NR	Serbia	61740.0	63771.0	54908.0	54939.0	58955.0	58423.0	41011.0	123728.0	113191.0	105084.0	111546.0	104027.0	92072.0	90260.0	86788.0	85886.0
A	PER_PRSC	TOTAL	NR	Sweden	97464.0	100945.0	101438.0	98192.0	94198.0	87868.0	85238.0	84067.0	80325.0	82664.0	85145.0	86928.0	90784.0	87196.0	85990.0	88403.0
A	PER_PRSC	TOTAL	NR	Slovenia	15080.0	14511.0	14680.0	13867.0	13039.0	12815.0	12299.0	12093.0	11388.0	11065.0	8856.0	8886.0	8865.0	8119.0	7643.0	8006.0
A	PER_PRSC	TOTAL	NR	Slovakia	51029.0	53413.0	53557.0	52010.0	54100.0	53899.0	51733.0	45551.0	40679.0	39678.0	35748.0	34102.0	31866.0	29362.0	29913.0	29059.0
A	PER_PRSC	TOTAL	NR	Turkey		3154560.0	3287783.0	3317023.0	3474826.0	2556189.0	2590829.0	2614148.0	2387388.0	2649035.0	3077013.0	4409513.0	3860256.0	4567925.0	4866082.0	4808274.0
A	PER_PRSC	TOTAL	NR	England and Wales	1629113.0	1682888.0	1642548.0	1570312.0	1475470.0	1432318.0	1458921.0	1481472.0	1445304.0							
A	PER_PRSC	TOTAL	NR	Scotland	70136.0	66343.0	62999.0	62104.0	57010.0	55829.0	56714.0			95254.0						
A	PER_PRSC	TOTAL	NR	Northern Ireland			43725.0	38330.0	38422.0	48200.0	31480.0	29316.0	27649.0	28354.0	29308.0					
A	PER_PRSC	TOTAL	NR	Kosovo			29906.0	38323.0	36224.0	30869.0	18330.0	16907.0	18554.0	42469.0	38675.0	33124.0				
A	PER_PRSC	TOTAL	P_HTHAB	Albania	374.82	357.61		384.28			667.2	683.38	606.69	568.59	566.1	514.35	471.16	572.35	581.55	505.58
A	PER_PRSC	TOTAL	P_HTHAB	Austria	3656.26	3425.91	3338.84	3390.43	3407.5	3395.1	3569.13	3529.87	3564.06	3572.16	3408.01	3754.72	3435.93	3376.0	3743.84	4002.08
A	PER_PRSC	TOTAL	P_HTHAB	Bosnia and Herzegovina	545.03	501.38	520.55	584.1	590.66											
A	PER_PRSC	TOTAL	P_HTHAB	Belgium	5747.62	5908.02	5889.56	5796.88	5329.69	5213.35	5208.52	4957.59	4789.25	4738.59	4796.43	5104.23	5879.54	5483.56	4841.59	4831.23
