freq	unit	iccs	geo	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 
A	NR	ICCS05012	Finland	13194.0	12829.0	11512.0	10311.0	10436.0	10291.0	9763.0	9264.0	7957.0	7406.0	7373.0	7901.0	7281.0	5923.0	6532.0
A	NR	ICCS05012	France	248002.0	246641.0	237624.0	236272.0	213561.0	207274.0	191102.0	186492.0	210850.0	224223.0	216797.0	202880.0	181503.0	177840.0	165780.0
A	NR	ICCS05012	Metropolitan France	248002.0	246641.0	237624.0	236272.0	213561.0	207274.0	191102.0	186492.0	210850.0	224223.0	216797.0	202880.0	181503.0	177840.0	165780.0
A	NR	ICCS05012	Croatia								2957.0	4037.0	4174.0	4125.0	3734.0	3396.0	2981.0	3094.0
A	NR	ICCS05012	Hungary	17771.0	21061.0	22372.0	30116.0	31269.0	30525.0	29902.0	26866.0	26194.0	22907.0	19366.0	18671.0	17786.0	16856.0	17415.0
A	NR	ICCS05012	Ireland	18238.0	18713.0	18506.0	17672.0	16970.0	15840.0	14286.0	13376.0	14877.0	15474.0	16436.0	24913.0	26381.0	24788.0	23603.0
A	NR	ICCS05012	Iceland								2407.0	2857.0	3208.0	2889.0	2769.0	2244.0	2365.0	2277.0
A	NR	ICCS05012	Italy	192141.0	198401.0	212477.0	230258.0	237445.0	246804.0	234252.0	207317.0	183496.0	169430.0	173097.0	112112.0	122250.0	143726.0	169367.0
A	NR	ICCS05012	Liechtenstein			142.0	203.0	95.0	92.0	74.0	95.0	72.0	87.0	123.0	121.0	97.0	120.0	102.0
A	NR	ICCS05012	Lithuania	6964.0	7414.0	7462.0	8631.0	9424.0	9246.0	9180.0	9203.0	8647.0	6989.0	8573.0	9174.0	7065.0	6637.0	5516.0
A	NR	ICCS05012	Luxembourg	2942.0	3728.0	3249.0	3152.0	2416.0	2649.0	2092.0	2081.0	1947.0	1992.0	2206.0	2100.0	1486.0	1838.0	2030.0
A	NR	ICCS05012	Latvia							4706.0	5614.0	5439.0	5177.0	5327.0	6031.0	4310.0	4624.0	3654.0
A	NR	ICCS05012	North Macedonia								981.0	1036.0	792.0	1088.0	1275.0	1146.0	1367.0	1590.0
A	NR	ICCS05012	Malta							675.0	784.0	618.0	679.0	682.0	782.0	1113.0	856.0	735.0
A	NR	ICCS05012	Netherlands	119858.0	123962.0	118115.0	103951.0	97690.0	90613.0	92252.0	91420.0	90284.0	101920.0	103577.0	95952.0	96015.0	95165.0	89415.0
A	NR	ICCS05012	Norway	18663.0	17329.0	18382.0	18054.0	15976.0	14128.0	11821.0	10402.0	9641.0	10482.0	10475.0	8613.0	8136.0	7268.0	6777.0
A	NR	ICCS05012	Poland		57120.0	62011.0	65985.0	70187.0	74137.0	74326.0	77397.0	72167.0	67290.0	65172.0	66795.0	59325.0	46610.0	37644.0
A	NR	ICCS05012	Portugal	19376.0	23130.0	21981.0	22798.0	24202.0	21515.0	22224.0	21153.0	20806.0	19989.0	21963.0	22587.0	21840.0	23314.0	22324.0
A	NR	ICCS05012	Romania	15411.0	17842.0	31163.0	29024.0	31311.0	29404.0	21287.0	19024.0	17551.0	12001.0	10063.0	10002.0	9135.0	9165.0	10829.0
A	NR	ICCS05012	Serbia								9685.0	11906.0	9084.0	6890.0	7611.0	7738.0	6224.0	6184.0
A	NR	ICCS05012	Sweden	20237.0	17670.0	16701.0	16835.0	18359.0	17536.0	16834.0	17581.0	15169.0	16562.0	17344.0	17573.0	16654.0	15005.0	16936.0
A	NR	ICCS05012	Slovenia		1383.0	1361.0				988.0	3274.0	2522.0	3051.0	2368.0	2750.0	2286.0	2220.0	2282.0
A	NR	ICCS05012	Slovakia	3928.0	4666.0	4480.0	3859.0	3854.0	3639.0	3601.0	3248.0	3144.0	2785.0	2642.0	3023.0	2809.0	2602.0	2437.0
A	NR	ICCS05012	Turkey								20493.0	28877.0	29149.0	32162.0	36935.0	58062.0	90150.0	73727.0
