freq	unit	iccs	geo	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 
A	NR	ICCS0601	FI		5936 	9052 	7868 	8323 	9461 	11674 	13445 	14869 	6617 	5974 	5269.0	5177.0	4837.0	5115 
A	NR	ICCS0601	FR		8714 	5661 	5158 	8300 	11908 	12529 	4254 	4047 	5165 	6094 	6296.0	6108.0	5792.0	5797 
A	NR	ICCS0601	FX		8714 	5661 	5158 	8300 	11908 	12529 	4254 	4047 	5165 	6094 	6296.0	6108.0	5792.0	5797 
A	NR	ICCS0601	HR								7338 	8609 	8717 	7992 	7529.0	8186.0	8346.0	7952 
A	NR	ICCS0601	HU	230 	259 	438 	451 	957 	2075 	2881 	3454 	4332 	4790 	3387 	6678.0	7626.0	6740.0	4676 
A	NR	ICCS0601	IE								1737 	2198 	2632 	2430 	2270.0	2745.0	3152.0	3817 
A	NR	ICCS0601	IS								103 	117 	121 	149 	165.0	95.0	92.0	104 
A	NR	ICCS0601	IT	33310 	38290 	38269 	38954 	41420 	43014 	45038 	34800 	36045 	37965 	37288 	30053.0	32059.0	32306.0	34439 
A	NR	ICCS0601	LI				214 	107 	179 	274 	269 	387 	447 	364 	459.0	435.0	285.0	225 
A	NR	ICCS0601	LT	25 	58 	68 	93 	54 	93 	58 	90 	165 	213 	509 	711.0	999.0	704.0	765 
A	NR	ICCS0601	LU	613 	751 	764 	864 	805 	825 	941 	1226 	1077 	1321 	1133 	1342.0	1326.0	1201.0	1448 
A	NR	ICCS0601	LV			271 	361 	428 	389 	511 	655 	830 	629 	997 	1148.0	1049.0	997.0	1434 
A	NR	ICCS0601	ME										305 	299 	355.0	294.0	438.0	549 
A	NR	ICCS0601	MK								410 	335 	273 	397 	357.0	390.0	315.0	451 
A	NR	ICCS0601	MT					37 	88 	100 					78.0	113.0	123.0	149 
A	NR	ICCS0601	NL	3006 	4452 	4248 	4626 	7646 	7690 	7613 	7474 	10380 	12752 	15633 	15662.0	19285.0	20035.0	19560 
A	NR	ICCS0601	NO	6777 	7240 	10793 	12316 	14455 	15420 	16059 	17579 	19945 	19294 	16152 	16814.0	17118.0	19156.0	19086 
A	NR	ICCS0601	PL	228 	127 	284 	494 	1005 	2231 	2124 	1806 	2219 	2371 	2577 	3296.0	3608.0	3220.0	3926 
A	NR	ICCS0601	PT		4517 	4512 	3879 	3390 	3538 	4091 	3214 	3853 	4053 	3739 	3654.0	3536.0	3610.0	3265 
A	NR	ICCS0601	RO			368 	597 	803 	620 	653 	561 	658 	1074 	1131 	1775.0	2441.0	3079.0	2796 
A	NR	ICCS0601	RS								885 	1082 	1077 	2492 	4116.0	5256.0	5505.0	5414 
A	NR	ICCS0601	SE			6924 	6584 	6062 	5766 	5798 	4395 	5086 	5259 	5129 	4905.0	4670.0	6449.0	6918 
A	NR	ICCS0601	SI	199 	261 	310 	452 	631 	676 	746 	939 	1140 	1162 	775 	997.0	1026.0	1590.0	1429 
A	NR	ICCS0601	SK		88 	606 	735 	967 	520 	362 	604 	652 	674 	734 	711.0	847.0	421.0	503 
A	NR	ICCS0601	TR	1168 	2039 	1840 	1968 	2602 	3145 	3318 	3520 	4312 	5147 	5036 	6720.0	8726.0	14647.0	26539 
A	NR	ICCS0601	UKC-L		18340 	21272 	22122 	23153 	21788 	19956 	19820 	19686 	22435 	24628 	24190.0	25276.0	26550.0	28323 
A	NR	ICCS0601	UKM	5233 	5918 	7974 	6957 	8180 	8490 	8668 	8761 	10293 	10327 	9044 	9333.0	9613.0	10890.0	9827 
A	NR	ICCS0601	UKN		156 	358 	204 	185 	193 	193 	228 	210 	291 	405 	375.0	349.0	475.0	530 
A	NR	TOTAL	AT	493786 	504568 	486433 	485450 	481549 	479859 	493246 	560306 	522710 	591584 	643286 	643648.0	605272.0	589495.0	594240 
A	NR	TOTAL	BE								1002660 	971437 	1012781 	1007783 	1013674.0	999396.0	1022813.0	1034430 
A	NR	TOTAL	BG			196346 	184975 	228219 	163988 	145035 	148915 	147022 	146929 	143921 	142093.0	137800.0	136410.0	134685 
A	NR	TOTAL	CH	371740 	358028 	346634 	356018 	382769 	378045 	355255 	317335 	321713 	356841 	379343 	389415.0	352723.0	335157.0	326232 
A	NR	TOTAL	CY	4300 	4304 	4033 	4529 	3910 	4316 	4212 	4340 	4506 	4758 	7256 	7615.0	7212.0	7917.0	7556 
A	NR	TOTAL	CZ	398505 	372427 	375630 	394267 	403654 	425930 	426626 	391469 	358577 	372341 	357740 	351629.0	344060.0	336446.0	357391 
A	NR	TOTAL	DE	6750613 	6537748 	6668717 	6647598 	6586165 	6456996 	6302316 	6264723 	6363865 	6507394 	6572135 	6633156.0	6391715.0	6304223.0	6284661 
A	NR	TOTAL	DK	546894 	546926 	538963 	528488 	531102 	499167 	494191 	504231 	473290 	491511 	486174 	474419.0	432704.0	425093.0	445271 
A	NR	TOTAL	EE	37163 	35739 	39570 	35411 	40972 	45721 	51539 	57799 	58497 	53293 	53595 	53048.0	52916.0	51834.0	50375 
A	NR	TOTAL	EL	358503 	303311 	329110 	349476 	377749 	385681 	373680 	369137 	439629 	441138 	441839 	405627.0	455952.0	463750.0	423422 
A	NR	TOTAL	ES	1544975 	1604190 	1659026 	1770019 	1823330 	1865572 	1895983 	1852858 	2052492 	2183457 	2144155 	2141295.0	2230906.0	2267114.0	2309859 
A	NR	TOTAL	FI	433783 	426371 	422246 	416181 	412188 	423794 	436552 	453056 	430343 	435009 	443481 	445465.0	432302.0	416131.0	435824 
A	NR	TOTAL	FR	3881894 	3919008 	3665320 	3559617 	3493442 	3565525 	3567864 	3771849 	4061792 	4113882 	3974694 	3825442.0	3775838.0	3725588.0	3589293 
A	NR	TOTAL	FX	3881894 	3919008 	3665320 	3559617 	3493442 	3565525 	3567864 	3771849 	4061792 	4113882 	3974694 	3825442.0	3775838.0	3725588.0	3589293 
A	NR	TOTAL	HR	77280 	64051 	63015 	58364 	55085 	56015 	58190 	68378 	78351 	77905 	80377 	85416.0	79946.0	81049.0	75857 
A	NR	TOTAL	HU	400935 	389451 	502036 	466050 	514403 	600621 	505716 	450673 	465694 	420782 	413343 	418833.0	436522.0	425941.0	426914 
A	NR	TOTAL	IE	98979 	101036 	102484 	100785 	90875 	85627 	81274 	73276 	86633 	106415 	103462 	99244.0	102206.0	103178.0	
A	NR	TOTAL	IS								18584 	18547 	19938 	17515 	16565.0	12028.0	13483.0	13038 
A	NR	TOTAL	IT	2259903 	2173448 	2267488 	2422991 	2440754 	2425748 	2373966 	2205782 	2163826 	2231550 	2456887 	2417716.0	2579124.0	2771490.0	2933146 
A	NR	TOTAL	LI				1002 	869 	858 	795 	898 	1086 	1002 	1138 	1043.0	1059.0	1189.0	1075 
A	NR	TOTAL	LT	60378 	58364 	60819 	68053 	75816 	78149 	77108 	82370 	79265 	72646 	79072 	84136.0	82074.0	75474.0	67990 
A	NR	TOTAL	LU	28338 	29166 	28380 	27566 	24355 	27155 	26957 	22816 	22646 	26046 	26163 	26907.0	25321.0	25913.0	28252 
A	NR	TOTAL	LV			39141 	38205 	36865 	36674 	43969 	50199 	51082 	49329 	51773 	62173.0	51435.0	62328.0	55620 
A	NR	TOTAL	ME									8463 	8934 	8613 	8227.0	9579.0	9564.0	9258 
A	NR	TOTAL	MK								19814 	17139 	18308 	22547 	22663.0	22634.0	22024.0	26224 
A	NR	TOTAL	MT						14793 	16031 	17016 	15929 	17023 	17739 	18384.0	18580.0	16527.0	15005 
A	NR	TOTAL	NL	1272500 	1313600 	1226700 	1186512 	1219935 	1234900 	1303446 	1328909 	1379454 	1401871 	1369271 	1319482.0	1348285.0	1311770.0	1303835 
A	NR	TOTAL	NO	230180 	234941 	267925 	271205 	284695 	293799 	291924 	306526 	299714 	319523 	303824 	287821.0	275684.0	277016.0	271712 
A	NR	TOTAL	PL	852507 	906157 	974941 	897751 	992373 	1073042 	1121545 	1266910 	1390089 	1404229 	1466643 	1461217.0	1379962.0	1287918.0	1152993 
A	NR	TOTAL	PT	307333 	332228 	326829 	322255 	321644 	341122 	362589 	363294 	372170 	391599 	417383 	416420.0	392714.0	399563.0	398575 
A	NR	TOTAL	RO	219487 	237004 	297046 	321651 	361061 	399105 	363690 	353745 	340414 	312204 	276841 	231637.0	208239.0	232659.0	281457 
A	NR	TOTAL	RS								106020 	121672 	95638 	90419 	99866.0	102093.0	99244.0	104862 
A	NR	TOTAL	SE	1191251 	1112505 	1145945 	1175339 	1196065 	1181056 	1194171 	1214968 	1189393 	1234784 	1255371 	1248743.0	1241843.0	1224958.0	1306324 
A	NR	TOTAL	SI	44278 	43635 	38178 	36587 	37173 	55259 	61693 	67618 	74794 	77218 	76643 	86568.0	84379.0	90354.0	88197 
A	NR	TOTAL	SK	146125 	137713 	114579 	99402 	92395 	93895 	94016 	88817 	93053 	107373 	111893 	131244.0	123563.0	115152.0	110802 
A	NR	TOTAL	TR	30482 	36593 	279001 	344395 	356677 	357311 	338606 	337079 	400337 	438714 	472153 	507539.0	667820.0	975118.0	970554 
A	NR	TOTAL	UKC-L	5526255 	5146383 	5100241 	5036552 	4600324 	5105764 	5298044 	5167312 	5521825 	5974960 	6013759 	5637511.0	5555172.0	5427558.0	4952277 
A	NR	TOTAL	UKM	517247 	500110 	475697 	451956 	420642 	431551 	435703 	423172 	421093 	427034 	406979 	438121.0	417785.0	419257.0	385509 
A	NR	TOTAL	UKN	66228 	67886 	68808 	68549 	62222 	109053 	119111 	119912 	139786 	142496 	127953 	118124.0	123194.0	121144.0	108468 
