freq	iccs	unit	geo	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	group
A	ICCS0501	NR	AL	144.0	169.0	231.0	265.0	322.0	365.0	295.0	231.0	151.0					746.0	607.0	592.0	ICCS05
A	ICCS0501	NR	AT	104296.0	107407.0	88508.0	84277.0	85238.0	88703.0	85487.0	79152.0	80503.0	69259.0	58637.0	54324.0	48437.0	40385.0	49592.0	58897.0	ICCS05
A	ICCS0501	NR	BA	3846.0	12617.0	3474.0	14619.0	13080.0	12107.0	10386.0	9361.0	7173.0	5739.0	5207.0	4823.0	4680.0	4200.0	3820.0	3511.0	ICCS05
A	ICCS0501	NR	BE	93363.0	97121.0	91395.0	97620.0	102451.0	99934.0	96419.0	91761.0	78953.0	75151.0	71176.0	66045.0	47655.0	45980.0	52062.0	49384.0	ICCS05
A	ICCS0501	NR	BG	19980.0	23682.0	24005.0	20272.0	16781.0	17163.0	15327.0	12035.0	10161.0	8847.0	7664.0	6226.0	5344.0	4134.0	4340.0	3337.0	ICCS05
A	ICCS0501	NR	CH	57018.0	64268.0	62243.0	65172.0	73714.0	68730.0	63706.0	52569.0	46539.0	41351.0	38871.0	36419.0	32819.0	31186.0	35732.0	41429.0	ICCS05
A	ICCS0501	NR	CY	2587.0	2504.0	3232.0	3422.0	3000.0	2707.0	2366.0	1979.0	1721.0	1470.0	1250.0	1190.0	872.0	864.0	1128.0	1091.0	ICCS05
A	ICCS0501	NR	CZ	53381.0	54848.0	58758.0	59672.0	55554.0	62384.0	49304.0	34476.0	28220.0	24127.0	21151.0	22161.0	20661.0	30748.0	33750.0	30986.0	ICCS05
A	ICCS0501	NR	DE	390367.0	386647.0	397341.0	421243.0	430211.0	437520.0	446073.0	463929.0	432730.0	365182.0	326409.0	311231.0	298357.0	243174.0	260605.0	297432.0	ICCS05
A	ICCS0501	NR	DK	93578.0	106972.0	96683.0	91732.0	80930.0	78955.0	69637.0	63343.0	60136.0	54922.0	54868.0	48257.0	38493.0	30433.0	31589.0	31409.0	ICCS05
A	ICCS0501	NR	EL	37006.0	39832.0	52411.0	59624.0	57476.0	49157.0	43647.0	45795.0	44682.0	19593.0	17626.0	19497.0	13892.0	13363.0	14224.0	13432.0	ICCS05
A	ICCS0501	NR	ES	174276.0	162226.0	185651.0	161193.0	185704.0	185846.0	172407.0	159178.0	156336.0	142778.0	140479.0	131577.0	133704.0	127572.0	148712.0	151333.0	ICCS05
A	ICCS0501	NR	FI	24634.0	25683.0	25029.0	25851.0	24308.0	9593.0	10411.0	10051.0	8629.0	7807.0	7854.0	7501.0	7790.0	6345.0	5810.0	5726.0	ICCS05
A	ICCS0501	NR	FR	307744.0	320418.0	327330.0	345500.0	364462.0	385511.0	379153.0	379253.0	366480.0	365731.0	339333.0	334519.0	279437.0	269431.0	296218.0	310282.0	ICCS05
A	ICCS0501	NR	HR	17471.0	17080.0	18452.0	19237.0	19219.0	18483.0	15302.0	14968.0	12403.0	12821.0	10906.0	10832.0	8936.0	7594.0	7156.0	7245.0	ICCS05
A	ICCS0501	NR	HU	43002.0	37698.0	44250.0	45273.0	46857.0	37688.0	29883.0	28595.0									ICCS05
A	ICCS0501	NR	IE	25262.0	27502.0	26095.0	28190.0	28439.0	26291.0	27679.0	25712.0	18082.0	18765.0	16621.0	16415.0	10884.0	8585.0	9463.0	9564.0	ICCS05
A	ICCS0501	NR	IS	2731.0	3524.0	2866.0	1900.0	1374.0	1092.0	1143.0	1273.0	1038.0	1060.0	1286.0	1161.0	1059.0	1048.0	1086.0	963.0	ICCS05
A	ICCS0501	NR	LI	107.0	195.0	102.0	98.0	140.0	125.0	222.0	168.0	141.0	127.0	140.0	107.0	59.0	111.0	138.0	186.0	ICCS05
A	ICCS0501	NR	LT						3265.0	3342.0	2999.0	2657.0	2590.0	1983.0	1641.0	1224.0	822.0	812.0	726.0	ICCS05
A	ICCS0501	NR	LU	2789.0	2951.0	2413.0	3579.0	3163.0	3399.0	4368.0	2111.0	1892.0	2024.0	3667.0	3531.0	2984.0	3106.0	4090.0	3973.0	ICCS05
A	ICCS0501	NR	LV	2817.0	2876.0	1535.0		977.0	955.0	612.0	501.0	6365.0	5231.0	4877.0	4210.0	3803.0	2779.0	2762.0	2376.0	ICCS05
A	ICCS0501	NR	ME	1633.0	1673.0	1381.0	1234.0	1383.0	1181.0	951.0	939.0	847.0	903.0	681.0	624.0	439.0	460.0	462.0	443.0	ICCS05
A	ICCS0501	NR	MK	11627.0	11500.0	13399.0	14465.0	14985.0	15109.0	13108.0										ICCS05
A	ICCS0501	NR	MT	1334.0	1161.0	1208.0	1306.0	1285.0	1185.0	1245.0	1041.0	1078.0	1267.0	1211.0	1270.0	1036.0	873.0	896.0	839.0	ICCS05
A	ICCS0501	NR	NL	287645.0	283785.0	123355.0	124470.0	121055.0	120470.0	103365.0	96590.0	84605.0	74695.0	63100.0	58950.0	49845.0	37200.0	37435.0	35145.0	ICCS05
A	ICCS0501	NR	NO	22014.0	23676.0	21298.0	17983.0	17391.0	15740.0	14890.0										ICCS05
A	ICCS0501	NR	PL	124066.0	135383.0	140085.0	135611.0	127961.0	118534.0	106896.0	94680.0	79928.0	67712.0	69148.0	71392.0	74502.0	73474.0	70256.0	64502.0	ICCS05
A	ICCS0501	NR	PT	53751.0	49317.0	50650.0	52086.0	43843.0	38390.0	34612.0	29386.0	26193.0	22873.0	22832.0	21432.0	19133.0	16406.0	16941.0	15994.0	ICCS05
A	ICCS0501	NR	RO	10285.0	11574.0	14197.0	16311.0	19526.0	19573.0	51116.0	29562.0	27332.0	27177.0	30459.0	29144.0	25741.0	26016.0	25449.0	27486.0	ICCS05
A	ICCS0501	NR	RS	14040.0	14201.0	15177.0	17430.0	17606.0	31694.0	26788.0	22501.0	19682.0	16844.0	14453.0	11911.0	9499.0	9825.0	9491.0	8851.0	ICCS05
A	ICCS0501	NR	SE	94278.0	95824.0	92722.0	94316.0	88066.0	85453.0	83517.0	90059.0	89055.0	89981.0	77914.0	75450.0	81140.0	73016.0	69327.0	69835.0	ICCS05
A	ICCS0501	NR	SI	15310.0	15510.0	13430.0	13696.0	14106.0	15370.0	13603.0	10251.0	10707.0	8752.0	8397.0	8337.0	8281.0	4748.0	5603.0	6173.0	ICCS05
A	ICCS0501	NR	SK	15159.0	15394.0	14783.0	12884.0	11855.0	11167.0	9427.0	6862.0	6260.0	5720.0	4528.0	3695.0	3725.0	3247.0	3521.0	3667.0	ICCS05
A	ICCS0501	NR	TR		85050.0	94289.0	100644.0	119533.0					166623.0	123270.0	106762.0	100697.0	105403.0	122193.0	91151.0	ICCS05
A	ICCS0501	NR	UKC-L	581584.0	540645.0	522683.0	501048.0	459795.0	443212.0	410857.0	401002.0	412086.0	437650.0	422870.0						ICCS05
