freq	iccs	unit	geo	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	group
A	ICCS020221	P_HTHAB	EL	0.27	0.14	1.56	1.42	1.25	0.86	0.53	0.82	0.57	0.72	0.69	0.67	0.68	0.58	0.94	0.71	ICCS02
A	ICCS020221	P_HTHAB	ES	0.52	0.37	0.27	0.24	0.25	0.26	0.21	0.2	0.2	0.15	0.17	0.19	0.16	0.2	0.18	0.25	ICCS02
A	ICCS020221	P_HTHAB	FI	0.0	0.06	0.02	0.06	0.02	0.02	0.02	0.02	0.05	0.04	0.07	0.02	0.05	0.04	0.04	0.07	ICCS02
A	ICCS020221	P_HTHAB	FR	3.24	3.24	3.24	3.44	3.24	3.45	4.48	5.74	5.72								ICCS02
A	ICCS020221	P_HTHAB	HR	0.37	0.28	0.3	0.14	0.14	0.02	0.02	0.0	0.02	0.0	0.0	0.02	0.02	0.07	0.0	0.0	ICCS02
A	ICCS020221	P_HTHAB	HU	0.11	0.14	0.18	0.12	0.09	0.07	0.03	0.11	0.05	0.03	0.03	0.05	0.11	0.04	0.07	0.11	ICCS02
A	ICCS020221	P_HTHAB	IE	1.3	1.85	1.8	1.68	1.41	1.74	1.3	1.97	1.57	1.65	1.76	1.77	2.14	1.93	1.92	1.99	ICCS02
A	ICCS020221	P_HTHAB	IT	0.55	0.59	0.59	0.6	0.57	0.54	0.49	0.47	0.32	0.33	0.31	0.21	0.2	0.2	0.19	0.22	ICCS02
A	ICCS020221	P_HTHAB	LI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	ICCS02
A	ICCS020221	P_HTHAB	LT	1.9	1.85	2.2	1.57	2.16	1.55	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.0	0.0	ICCS02
A	ICCS020221	P_HTHAB	LU	6.82	8.11	5.38	9.18	10.86	8.94	9.46	9.41	8.68	7.79	5.98	7.17	6.71	5.83	8.06		ICCS02
A	ICCS020221	P_HTHAB	LV	0.14	0.42	0.38	0.34	0.05	0.89	0.85	0.86	0.41	0.21	0.52	0.68	0.63	0.32	0.53	0.85	ICCS02
A	ICCS020221	P_HTHAB	ME	0.49	0.49	0.32	0.48	0.0	0.16	0.0	0.0	0.32	0.0	0.0	0.32		0.32	0.16	0.16	ICCS02
A	ICCS020221	P_HTHAB	MK	0.68	0.78	0.83	0.68	0.92	0.87	0.39	0.53	0.48	0.34		0.72	0.1	0.39	0.38	0.71	ICCS02
A	ICCS020221	P_HTHAB	MT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ICCS02
A	ICCS020221	P_HTHAB	NL	4.63	3.79	3.92	3.45	3.59	3.13	2.47	2.57	2.47	2.34	2.47	2.95	2.99	2.63	2.53	2.53	ICCS02
A	ICCS020221	P_HTHAB	PL	0.1	0.15	0.07	0.03	0.83	1.17	0.77	0.65									ICCS02
A	ICCS020221	P_HTHAB	PT	4.66	5.1	4.74	4.8	3.97	4.12	3.61	3.56	2.86	2.83	2.65	3.29	2.47	2.22	2.41	2.9	ICCS02
A	ICCS020221	P_HTHAB	RO	1.28		1.5	1.43	1.95	1.55	1.45	1.48	1.75	1.58	1.56	1.82	1.48	1.79	2.13	2.05	ICCS02
A	ICCS020221	P_HTHAB	RS	0.22	0.33	0.27	0.12	0.15	0.13	0.17	0.2	0.11	0.16	0.2	0.11	0.06	0.2	0.16	0.15	ICCS02
A	ICCS020221	P_HTHAB	SI	0.35	0.1	0.2	0.1	0.19	0.19	0.24	0.15	0.15	0.05	0.29	0.53	0.14	0.19	0.05	0.14	ICCS02
A	ICCS020221	P_HTHAB	SK	0.06	0.11	0.07	0.07	0.13	1.44	1.53	1.57	1.88	1.64	1.69	1.74	0.97	0.99	0.88	0.85	ICCS02
A	ICCS020221	P_HTHAB	TR		17.76	18.72	18.43	17.97												ICCS02
A	ICCS020221	P_HTHAB	UKC-L	3.73	3.38	3.1	2.71	2.46	3.04	3.83	5.24	6.62	7.73	8.86						ICCS02
A	ICCS020221	P_HTHAB	UKM	6.15	5.16	4.96	4.15	4.28	4.76	4.38	4.26	4.28	4.3	4.93						ICCS02
A	ICCS020221	P_HTHAB	UKN	4.69	4.59	3.11	3.65	2.47	3.23	2.39	3.52	4.36	3.59	4.37						ICCS02
A	ICCS020221	P_HTHAB	XK	2.14	2.29	1.95	1.73					1.24	0.9	0.89	1.17	0.84				ICCS02
