freq	iccs	unit	geo	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	group
A	ICCS0101	NR	AL	88.0	82.0	118.0	124.0	125.0	107.0	98.0	54.0	71.0	52.0	51.0	58.0	52.0	61.0	42.0	34.0	ICCS01
A	ICCS0101	NR	AT	58.0	51.0	61.0	80.0	88.0	63.0	43.0	42.0	49.0	61.0	73.0	74.0	54.0	59.0	65.0	75.0	ICCS01
A	ICCS0101	NR	BA	66.0	67.0	54.0	49.0	60.0	46.0	49.0	56.0	42.0	34.0	36.0	37.0	42.0	31.0	34.0	35.0	ICCS01
A	ICCS0101	NR	BE	204.0	189.0	189.0	214.0	206.0	204.0	210.0	231.0	175.0	198.0	192.0	147.0	149.0	157.0	185.0	162.0	ICCS01
A	ICCS0101	NR	BG	172.0	150.0	148.0	128.0	141.0	109.0	112.0	126.0	79.0	95.0	92.0	81.0	67.0	89.0	76.0	74.0	ICCS01
A	ICCS0101	NR	CH	54.0	51.0	53.0	46.0	45.0	57.0	41.0	57.0	45.0	45.0	50.0	46.0	47.0	42.0	42.0	53.0	ICCS01
A	ICCS0101	NR	CY	9.0	19.0	7.0	8.0	19.0	11.0	10.0	12.0	11.0	7.0	14.0	13.0	15.0	14.0	7.0	10.0	ICCS01
A	ICCS0101	NR	CZ	113.0	105.0	105.0	83.0	95.0	90.0	81.0	88.0	65.0	40.0	55.0	81.0	57.0	46.0	79.0	68.0	ICCS01
A	ICCS0101	NR	DE	656.0	721.0	699.0	689.0	619.0	623.0	645.0	655.0	747.0	738.0	632.0	586.0	719.0	631.0	614.0	661.0	ICCS01
A	ICCS0101	NR	DK	53.0	56.0	49.0	49.0	43.0	41.0	62.0	52.0	53.0	61.0	54.0	54.0	51.0	42.0	59.0	53.0	ICCS01
A	ICCS0101	NR	EE	84.0	70.0	70.0	65.0	63.0	52.0	41.0	50.0	33.0	29.0	25.0	23.0	37.0	19.0	18.0	18.0	ICCS01
A	ICCS0101	NR	EL	139.0	143.0	176.0	184.0	165.0	141.0	105.0	86.0	81.0	78.0	94.0	76.0	73.0	89.0	79.0	76.0	ICCS01
A	ICCS0101	NR	ES	407.0	412.0	401.0	385.0	364.0	302.0	323.0	302.0	294.0	307.0	289.0	331.0	298.0	290.0	325.0	333.0	ICCS01
A	ICCS0101	NR	FI	160.0	138.0	133.0	134.0	107.0	107.0	112.0	116.0	96.0	74.0	95.0	83.0	95.0	94.0	83.0	64.0	ICCS01
A	ICCS0101	NR	FR	975.0	804.0	797.0	874.0	814.0	802.0	765.0	880.0	779.0	710.0	696.0	753.0	692.0	734.0	821.0	887.0	ICCS01
A	ICCS0101	NR	HR	71.0	49.0	62.0	49.0	51.0	46.0	36.0	37.0	44.0	46.0	24.0	33.0	40.0	33.0	31.0	26.0	ICCS01
A	ICCS0101	NR	HU	147.0	139.0	133.0	142.0	113.0	138.0	129.0	202.0	91.0	85.0	83.0	58.0	77.0	67.0	85.0	69.0	ICCS01
A	ICCS0101	NR	IE	51.0	53.0	55.0	42.0	52.0	51.0	53.0	30.0	34.0	39.0	39.0	32.0	32.0	22.0	44.0	34.0	ICCS01
A	ICCS0101	NR	IS	0.0	1.0	2.0	3.0	1.0	1.0	2.0	3.0	1.0	3.0	2.0	1.0	3.0	2.0	4.0	5.0	ICCS01
A	ICCS0101	NR	IT	615.0	590.0	529.0	552.0	530.0	506.0	487.0	471.0	404.0	376.0	359.0	317.0	285.0	303.0	322.0	338.0	ICCS01
A	ICCS0101	NR	LI	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0		0.0	0.0	ICCS01
A	ICCS0101	NR	LT	286.0	240.0	199.0	189.0	181.0	172.0	155.0	168.0	142.0	113.0	97.0	84.0	99.0	70.0	62.0	69.0	ICCS01
A	ICCS0101	NR	LU	7.0	5.0	8.0	4.0	3.0	2.0	4.0	5.0	5.0	2.0	3.0	4.0	2.0	3.0	9.0	4.0	ICCS01
A	ICCS0101	NR	LV	99.0	108.0	70.0	69.0	97.0	69.0	77.0	81.0	111.0	109.0	101.0	91.0	93.0	98.0	76.0	79.0	ICCS01
A	ICCS0101	NR	ME	22.0	10.0	13.0	19.0	15.0	9.0	19.0	17.0	24.0	11.0	13.0	21.0	16.0	14.0	7.0	5.0	ICCS01
A	ICCS0101	NR	MK	35.0	35.0	39.0	27.0	28.0	20.0	25.0	21.0	17.0	25.0		22.0	10.0	13.0	18.0	23.0	ICCS01
A	ICCS0101	NR	MT	6.0	4.0	4.0	3.0	10.0	6.0	6.0	4.0	5.0	9.0	6.0	4.0	6.0	2.0	8.0	2.0	ICCS01
A	ICCS0101	NR	NL	150.0	154.0				147.0	144.0	120.0	108.0	158.0	119.0	125.0	121.0	126.0	143.0	125.0	ICCS01
A	ICCS0101	NR	NO	34.0	29.0	29.0	111.0	27.0	47.0	29.0	24.0	27.0	28.0	25.0	28.0	31.0	29.0	30.0	40.0	ICCS01
A	ICCS0101	NR	PL	460.0	493.0	436.0	449.0	377.0	296.0	282.0	287.0	256.0	278.0	265.0	205.0	261.0	265.0	258.0	294.0	ICCS01
A	ICCS0101	NR	PT	124.0	130.0	124.0	114.0	122.0	144.0	92.0	100.0	66.0	76.0	81.0	73.0	81.0	82.0	75.0	74.0	ICCS01
A	ICCS0101	NR	RO	470.0	397.0	404.0	335.0	378.0	336.0	298.0	291.0	247.0	256.0	267.0	255.0	256.0	191.0	177.0	139.0	ICCS01
A	ICCS0101	NR	RS	128.0	136.0	114.0	114.0	104.0	132.0	114.0	96.0	106.0	79.0	104.0	80.0	76.0	73.0	70.0	78.0	ICCS01
A	ICCS0101	NR	SE	82.0	93.0	91.0	81.0	68.0	87.0	87.0	112.0	106.0	113.0	108.0	111.0	124.0	113.0	116.0	121.0	ICCS01
A	ICCS0101	NR	SI	11.0	13.0	11.0	17.0	14.0	12.0	17.0	20.0	10.0	19.0	9.0	14.0	11.0	9.0	13.0	13.0	ICCS01
A	ICCS0101	NR	SK	94.0	84.0	89.0	96.0	75.0	78.0	72.0	48.0	60.0	80.0	67.0	76.0	63.0	55.0	42.0	62.0	ICCS01
A	ICCS0101	NR	TR		2090.0	1766.0	1688.0	1806.0					2323.0	1974.0	1845.0	1967.0	1973.0	2091.0	2163.0	ICCS01
A	ICCS0101	NR	UKC-L	638.0	595.0	632.0	526.0	544.0	521.0	510.0	546.0	675.0	704.0	671.0						ICCS01
A	ICCS0101	NR	UKM	95.0	84.0	100.0	93.0	63.0	61.0	62.0	59.0	62.0	59.0	60.0						ICCS01
A	ICCS0101	NR	UKN	24.0	29.0	23.0	23.0	21.0	20.0	17.0	24.0	18.0	24.0	23.0						ICCS01
A	ICCS0101	NR	XK	113.0	73.0	106.0	62.0	90.0	41.0	38.0	27.0	29.0	33.0	43.0	23.0	28.0	26.0			ICCS01
A	ICCS0101	P_HTHAB	AL	2.78	2.57		4.38			3.38	1.86	2.46	1.81	1.78	2.03	1.83	2.16	1.5	1.23	ICCS01
A	ICCS0101	P_HTHAB	AT	0.7	0.61	0.73	0.96	1.05	0.75	0.51	0.49	0.56	0.7	0.83	0.84	0.61	0.66	0.72	0.82	ICCS01
A	ICCS0101	P_HTHAB	BA	1.72	1.74	1.4	1.27	1.56												ICCS01
A	ICCS0101	P_HTHAB	BE	1.91	1.76	1.74	1.95	1.86	1.83	1.88	2.06	1.55	1.74	1.68	1.28	1.29	1.36	1.59	1.38	ICCS01
A	ICCS0101	P_HTHAB	BG	2.29	2.01	1.99	1.74	1.92	1.5	1.55	1.75	1.1	1.34	1.3	1.16	0.96	1.29	1.11	1.15	ICCS01
