freq	iccs	unit	geo	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	group
A	ICCS0601	NR	AL	653.0	647.0	603.0	740.0	1105.0	1334.0	1776.0	2330.0	3257.0	2087.0	1926.0	2011.0	2128.0	3168.0	2956.0	3105.0	ICCS06
A	ICCS0601	NR	AT	1980.0	2099.0	2167.0	2320.0	1990.0	27231.0	29164.0	33080.0	36235.0	42699.0	41177.0	43767.0	40785.0	35461.0	35232.0	35737.0	ICCS06
A	ICCS0601	NR	BA	1519.0	52.0	38.0	54.0	43.0	20.0	70.0	82.0	747.0	767.0	2810.0	3300.0	3756.0	4125.0	4102.0	4799.0	ICCS06
A	ICCS0601	NR	BE	14854.0	14960.0	14750.0	13825.0	11334.0	11419.0	55132.0	52657.0	55581.0	58254.0	59786.0	63745.0	61893.0	56687.0	57929.0	58915.0	ICCS06
A	ICCS0601	NR	BG	2857.0	3662.0	3765.0	2859.0	2960.0	3052.0	3239.0	4010.0	4738.0	4989.0	5536.0	5470.0	4915.0	4914.0	5356.0	5691.0	ICCS06
A	ICCS0601	NR	CH	47590.0	85742.0	89173.0	91211.0	92862.0	97289.0	80986.0	86128.0	83268.0	80074.0	76308.0	75757.0	68600.0	60887.0	55304.0	54458.0	ICCS06
A	ICCS0601	NR	CY	779.0	706.0	851.0	936.0	1030.0	996.0	1080.0	930.0	876.0	940.0	1142.0	1032.0	846.0	838.0	1025.0	1094.0	ICCS06
A	ICCS0601	NR	CZ	2812.0	3046.0	3010.0	3635.0	3814.0	5117.0	5597.0	5549.0	5567.0	5599.0	5465.0	4819.0	4191.0	4196.0	4200.0	4328.0	ICCS06
A	ICCS0601	NR	DE	239951.0	235842.0	231007.0	236478.0	237150.0	253525.0	276734.0	282604.0	302594.0	330580.0	350662.0	359747.0	365753.0	361048.0	340677.0	346877.0	ICCS06
A	ICCS0601	NR	DK	20260.0	19158.0	19587.0	23074.0	23141.0	25782.0	28093.0	24813.0	23683.0	27684.0	30170.0	32954.0	31221.0	28666.0	31269.0	29934.0	ICCS06
A	ICCS0601	NR	EE	7671.0	4241.0	2977.0	3821.0	4616.0	4638.0	4052.0	4982.0	5653.0	5808.0	4505.0	3998.0	3701.0	3620.0	3361.0	3297.0	ICCS06
A	ICCS0601	NR	EL	12164.0	12640.0	10451.0	9786.0	10144.0	10473.0	10855.0	10787.0	11086.0	12795.0	13528.0	13595.0	12823.0	11978.0	12025.0	12713.0	ICCS06
A	ICCS0601	NR	ES	14564.0	14343.0	14391.0	15220.0	14509.0	14296.0	13411.0	12069.0	12448.0	12958.0	14133.0	16624.0	17112.0	18313.0	19057.0	21033.0	ICCS06
A	ICCS0601	NR	FI	15482.0	18524.0	19724.0	20394.0	20102.0	22656.0	21781.0	23433.0	25121.0	27639.0	29176.0	32343.0	37124.0	28276.0	25206.0	26784.0	ICCS06
A	ICCS0601	NR	FR	6128.0	6007.0	5869.0	5928.0	5902.0	6455.0	6895.0	7483.0	241887.0	227143.0	247111.0	244634.0	217859.0	289676.0	331773.0	346682.0	ICCS06
A	ICCS0601	NR	HR	7882.0	7063.0	7784.0	7767.0	7295.0	2683.0	2707.0	2842.0	11617.0	11811.0	11199.0	11198.0	9216.0	8951.0	9185.0	10356.0	ICCS06
