freq	unit	iccs	geo	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 
A	NR	ICCS0601	Belgium	: 	: 	: 	: 	: 	: 	: 	11893 	10847 	10862 	10976 	12228	12874	13202	14220 
A	NR	ICCS0601	Bulgaria	: 	: 	: 	: 	: 	: 	808 	424 	1487 	1648 	2006 	2412	2720	2824	2844 
A	NR	ICCS0601	Switzerland	8798 	7663 	7685 	8072 	7868 	7896 	8147 	7549 	7416 	7877 	7806 	7803	7076	6296	6297 
A	NR	ICCS0601	Cyprus	86 	135 	157 	183 	240 	285 	251 	289 	397 	433 	475 	514	611	653	876 
A	NR	ICCS0601	Czechia	: 	: 	: 	: 	: 	: 	: 	4336 	4052 	4114 	3497 	2803	2706	2668	2639 
A	NR	ICCS0601	Germany	: 	45088 	54889 	65615 	69093 	68994 	73271 	76594 	79787 	76038 	73375 	75347	72002	64865	64093 
A	NR	ICCS0601	Denmark	: 	: 	: 	: 	: 	: 	: 	2527 	2553 	2675 	2667 	3158	2738	2917	3258 
A	NR	ICCS0601	Estonia	8 	8 	12 	30 	30 	117 	180 	306 	628 	632 	604 	494	686	981	1449 
A	NR	ICCS0601	Greece	1577 	1837 	2930 	4272 	5970 	6574 	6692 	7785 	9820 	10424 	10904 	8838	10183	9600	9271 
A	NR	ICCS0601	Spain	: 	15608 	15119 	15308 	14419 	13985 	12708 	11496 	12160 	12133 	11742 	11947	11968	12711	14098 
A	NR	ICCS0601	Finland	: 	5936 	9052 	7868 	8323 	9461 	11674 	13445 	14869 	6617 	5974 	5269	5177	4837	5115 
A	NR	ICCS0601	France	: 	8714 	5661 	5158 	8300 	11908 	12529 	4254 	4047 	5165 	6094 	6296	6108	5792	5797 
A	NR	ICCS0601	Metropolitan France	: 	8714 	5661 	5158 	8300 	11908 	12529 	4254 	4047 	5165 	6094 	6296	6108	5792	5797 
A	NR	ICCS0601	Croatia	: 	: 	: 	: 	: 	: 	: 	7338 	8609 	8717 	7992 	7529	8186	8346	7952 
A	NR	ICCS0601	Hungary	230 	259 	438 	451 	957 	2075 	2881 	3454 	4332 	4790 	3387 	6678	7626	6740	4676 
A	NR	ICCS0601	Ireland	: 	: 	: 	: 	: 	: 	: 	1737 	2198 	2632 	2430 	2270	2745	3152	3817 
A	NR	ICCS0601	Iceland	: 	: 	: 	: 	: 	: 	: 	103 	117 	121 	149 	165	95	92	104 
A	NR	ICCS0601	Italy	33310 	38290 	38269 	38954 	41420 	43014 	45038 	34800 	36045 	37965 	37288 	30053	32059	32306	34439 
A	NR	ICCS0601	Liechtenstein	: 	: 	: 	214 	107 	179 	274 	269 	387 	447 	364 	459	435	285	225 
A	NR	ICCS0601	Lithuania	25 	58 	68 	93 	54 	93 	58 	90 	165 	213 	509 	711	999	704	765 
A	NR	ICCS0601	Luxembourg	613 	751 	764 	864 	805 	825 	941 	1226 	1077 	1321 	1133 	1342	1326	1201	1448 
A	NR	ICCS0601	Latvia	: 	: 	271 	361 	428 	389 	511 	655 	830 	629 	997 	1148	1049	997	1434 
A	NR	ICCS0601	Montenegro	: 	: 	: 	: 	: 	: 	: 	: 	: 	305 	299 	355	294	438	549 
A	NR	ICCS0601	North Macedonia	: 	: 	: 	: 	: 	: 	: 	410 	335 	273 	397 	357	390	315	451 
A	NR	ICCS0601	Malta	: 	: 	: 	: 	37 	88 	100 	: 	: 	: 	: 	78	113	123	149 
A	NR	ICCS0601	Netherlands	3006 	4452 	4248 	4626 	7646 	7690 	7613 	7474 	10380 	12752 	15633 	15662	19285	20035	19560 
A	NR	ICCS0601	Norway	6777 	7240 	10793 	12316 	14455 	15420 	16059 	17579 	19945 	19294 	16152 	16814	17118	19156	19086 
A	NR	ICCS0601	Poland	228 	127 	284 	494 	1005 	2231 	2124 	1806 	2219 	2371 	2577 	3296	3608	3220	3926 
A	NR	ICCS0601	Portugal	: 	4517 	4512 	3879 	3390 	3538 	4091 	3214 	3853 	4053 	3739 	3654	3536	3610	3265 
A	NR	ICCS0601	Romania	: 	: 	368 	597 	803 	620 	653 	561 	658 	1074 	1131 	1775	2441	3079	2796 
A	NR	ICCS0601	Serbia	: 	: 	: 	: 	: 	: 	: 	885 	1082 	1077 	2492 	4116	5256	5505	5414 
A	NR	ICCS0601	Sweden	: 	: 	6924 	6584 	6062 	5766 	5798 	4395 	5086 	5259 	5129 	4905	4670	6449	6918 
A	NR	ICCS0601	Slovenia	199 	261 	310 	452 	631 	676 	746 	939 	1140 	1162 	775 	997	1026	1590	1429 
A	NR	ICCS0601	Slovakia	: 	88 	606 	735 	967 	520 	362 	604 	652 	674 	734 	711	847	421	503 
A	NR	ICCS0601	Turkey	1168 	2039 	1840 	1968 	2602 	3145 	3318 	3520 	4312 	5147 	5036 	6720	8726	14647	26539 
A	NR	ICCS0601	United Kingdom	: 	18340 	21272 	22122 	23153 	21788 	19956 	19820 	19686 	22435 	24628 	24190	25276	26550	28323 
A	NR	ICCS0601	United Kingdom	5233 	5918 	7974 	6957 	8180 	8490 	8668 	8761 	10293 	10327 	9044 	9333	9613	10890	9827 
A	NR	ICCS0601	United Kingdom	: 	156 	358 	204 	185 	193 	193 	228 	210 	291 	405 	375	349	475	530 
A	NR	TOTAL	Austria	493786 	504568 	486433 	485450 	481549 	479859 	493246 	560306 	522710 	591584 	643286 	643648	605272	589495	594240 
A	NR	TOTAL	Belgium	: 	: 	: 	: 	: 	: 	: 	1002660 	971437 	1012781 	1007783 	1013674	999396	1022813	1034430 
A	NR	TOTAL	Bulgaria	: 	: 	196346 	184975 	228219 	163988 	145035 	148915 	147022 	146929 	143921 	142093	137800	136410	134685 
A	NR	TOTAL	Switzerland	371740 	358028 	346634 	356018 	382769 	378045 	355255 	317335 	321713 	356841 	379343 	389415	352723	335157	326232 
A	NR	TOTAL	Cyprus	4300 	4304 	4033 	4529 	3910 	4316 	4212 	4340 	4506 	4758 	7256 	7615	7212	7917	7556 
A	NR	TOTAL	Czechia	398505 	372427 	375630 	394267 	403654 	425930 	426626 	391469 	358577 	372341 	357740 	351629	344060	336446	357391 
A	NR	TOTAL	Germany	6750613 	6537748 	6668717 	6647598 	6586165 	6456996 	6302316 	6264723 	6363865 	6507394 	6572135 	6633156	6391715	6304223	6284661 
A	NR	TOTAL	Denmark	546894 	546926 	538963 	528488 	531102 	499167 	494191 	504231 	473290 	491511 	486174 	474419	432704	425093	445271 
A	NR	TOTAL	Estonia	37163 	35739 	39570 	35411 	40972 	45721 	51539 	57799 	58497 	53293 	53595 	53048	52916	51834	50375 
A	NR	TOTAL	Greece	358503 	303311 	329110 	349476 	377749 	385681 	373680 	369137 	439629 	441138 	441839 	405627	455952	463750	423422 
A	NR	TOTAL	Spain	1544975 	1604190 	1659026 	1770019 	1823330 	1865572 	1895983 	1852858 	2052492 	2183457 	2144155 	2141295	2230906	2267114	2309859 
A	NR	TOTAL	Finland	433783 	426371 	422246 	416181 	412188 	423794 	436552 	453056 	430343 	435009 	443481 	445465	432302	416131	435824 
A	NR	TOTAL	France	3881894 	3919008 	3665320 	3559617 	3493442 	3565525 	3567864 	3771849 	4061792 	4113882 	3974694 	3825442	3775838	3725588	3589293 
A	NR	TOTAL	Metropolitan France	3881894 	3919008 	3665320 	3559617 	3493442 	3565525 	3567864 	3771849 	4061792 	4113882 	3974694 	3825442	3775838	3725588	3589293 
A	NR	TOTAL	Croatia	77280 	64051 	63015 	58364 	55085 	56015 	58190 	68378 	78351 	77905 	80377 	85416	79946	81049	75857 
A	NR	TOTAL	Hungary	400935 	389451 	502036 	466050 	514403 	600621 	505716 	450673 	465694 	420782 	413343 	418833	436522	425941	426914 
A	NR	TOTAL	Ireland	98979 	101036 	102484 	100785 	90875 	85627 	81274 	73276 	86633 	106415 	103462 	99244	102206	103178	: 
A	NR	TOTAL	Iceland	: 	: 	: 	: 	: 	: 	: 	18584 	18547 	19938 	17515 	16565	12028	13483	13038 
A	NR	TOTAL	Italy	2259903 	2173448 	2267488 	2422991 	2440754 	2425748 	2373966 	2205782 	2163826 	2231550 	2456887 	2417716	2579124	2771490	2933146 
A	NR	TOTAL	Liechtenstein	: 	: 	: 	1002 	869 	858 	795 	898 	1086 	1002 	1138 	1043	1059	1189	1075 
A	NR	TOTAL	Lithuania	60378 	58364 	60819 	68053 	75816 	78149 	77108 	82370 	79265 	72646 	79072 	84136	82074	75474	67990 
A	NR	TOTAL	Luxembourg	28338 	29166 	28380 	27566 	24355 	27155 	26957 	22816 	22646 	26046 	26163 	26907	25321	25913	28252 
A	NR	TOTAL	Latvia	: 	: 	39141 	38205 	36865 	36674 	43969 	50199 	51082 	49329 	51773 	62173	51435	62328	55620 
A	NR	TOTAL	Montenegro	: 	: 	: 	: 	: 	: 	: 	: 	8463 	8934 	8613 	8227	9579	9564	9258 
A	NR	TOTAL	North Macedonia	: 	: 	: 	: 	: 	: 	: 	19814 	17139 	18308 	22547 	22663	22634	22024	26224 
A	NR	TOTAL	Malta	: 	: 	: 	: 	: 	14793 	16031 	17016 	15929 	17023 	17739 	18384	18580	16527	15005 
A	NR	TOTAL	Netherlands	1272500 	1313600 	1226700 	1186512 	1219935 	1234900 	1303446 	1328909 	1379454 	1401871 	1369271 	1319482	1348285	1311770	1303835 
A	NR	TOTAL	Norway	230180 	234941 	267925 	271205 	284695 	293799 	291924 	306526 	299714 	319523 	303824 	287821	275684	277016	271712 
A	NR	TOTAL	Poland	852507 	906157 	974941 	897751 	992373 	1073042 	1121545 	1266910 	1390089 	1404229 	1466643 	1461217	1379962	1287918	1152993 
A	NR	TOTAL	Portugal	307333 	332228 	326829 	322255 	321644 	341122 	362589 	363294 	372170 	391599 	417383 	416420	392714	399563	398575 
A	NR	TOTAL	Romania	219487 	237004 	297046 	321651 	361061 	399105 	363690 	353745 	340414 	312204 	276841 	231637	208239	232659	281457 
A	NR	TOTAL	Serbia	: 	: 	: 	: 	: 	: 	: 	106020 	121672 	95638 	90419 	99866	102093	99244	104862 
A	NR	TOTAL	Sweden	1191251 	1112505 	1145945 	1175339 	1196065 	1181056 	1194171 	1214968 	1189393 	1234784 	1255371 	1248743	1241843	1224958	1306324 
A	NR	TOTAL	Slovenia	44278 	43635 	38178 	36587 	37173 	55259 	61693 	67618 	74794 	77218 	76643 	86568	84379	90354	88197 
A	NR	TOTAL	Slovakia	146125 	137713 	114579 	99402 	92395 	93895 	94016 	88817 	93053 	107373 	111893 	131244	123563	115152	110802 
A	NR	TOTAL	Turkey	30482 	36593 	279001 	344395 	356677 	357311 	338606 	337079 	400337 	438714 	472153 	507539	667820	975118	970554 
A	NR	TOTAL	United Kingdom	5526255 	5146383 	5100241 	5036552 	4600324 	5105764 	5298044 	5167312 	5521825 	5974960 	6013759 	5637511	5555172	5427558	4952277 
A	NR	TOTAL	United Kingdom	517247 	500110 	475697 	451956 	420642 	431551 	435703 	423172 	421093 	427034 	406979 	438121	417785	419257	385509 
A	NR	TOTAL	United Kingdom	66228 	67886 	68808 	68549 	62222 	109053 	119111 	119912 	139786 	142496 	127953 	118124	123194	121144	108468 
